JobID,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20
80,47,65,60,30,30,39,47,32,72,14,48,53,76,18,3,86,40,28,27,86
81,61,2,77,58,78,63,26,78,36,85,99,5,80,75,60,84,33,70,98,56
82,90,5,36,94,80,84,78,40,21,56,32,91,4,30,30,81,54,69,20,93
83,83,20,69,54,24,44,64,31,15,66,61,94,54,18,74,47,89,14,21,72
84,98,40,22,63,12,36,49,68,5,15,5,95,97,29,55,61,95,31,85,33
85,80,31,64,81,39,98,4,3,1,20,48,28,36,26,2,47,75,57,87,80
86,69,45,69,4,60,91,96,78,12,53,26,52,27,68,2,77,32,56,6,43
87,86,93,13,33,71,84,37,7,93,4,11,75,8,6,50,3,36,10,63,51
88,46,50,87,78,37,55,60,72,38,65,93,69,60,86,24,45,49,45,77,57
89,35,22,47,65,96,50,52,97,10,48,56,56,77,56,3,34,88,24,29,98
90,66,93,67,46,43,77,15,74,13,1,80,85,95,58,98,42,85,19,65,82
91,93,19,45,77,72,27,13,4,41,55,32,51,81,9,95,43,68,93,31,17
92,72,6,15,69,72,16,5,15,17,57,52,68,48,92,45,44,15,37,89,44
93,30,68,69,93,75,33,59,91,41,58,32,39,75,97,4,11,60,49,78,82
94,30,49,57,54,22,29,61,26,33,62,34,99,42,43,62,84,85,77,44,21
95,67,1,29,9,63,37,44,35,89,40,41,97,65,16,85,78,65,70,75,99
96,90,89,52,60,14,46,82,85,31,78,41,36,91,29,89,71,5,28,98,67
97,20,10,53,57,24,21,37,95,47,10,72,80,78,68,5,19,47,81,96,36
98,85,69,12,96,12,53,42,91,2,48,42,57,86,15,41,36,87,80,87,2
99,23,3,4,39,60,39,6,9,75,19,60,20,75,25,68,22,95,94,15,88
100,38,43,95,84,72,45,53,90,93,97,18,47,70,42,15,54,83,52,29,97
101,85,50,57,67,48,26,45,24,25,2,96,87,68,74,82,69,8,54,10,92
102,78,62,76,59,52,29,83,53,11,30,32,29,10,61,93,1,98,49,22,23
103,68,60,78,11,74,61,20,62,68,92,85,69,12,96,1,25,25,42,20,26
104,3,85,19,77,54,99,4,41,10,65,70,12,33,61,65,56,19,83,90,7
105,80,34,30,30,61,16,53,13,80,78,65,8,94,82,65,82,63,87,45,59
106,2,1,60,48,63,59,80,4,82,54,76,24,72,97,75,57,95,15,53,36
107,12,95,33,46,96,18,47,10,78,72,30,45,42,43,14,97,29,78,75,3
108,52,97,73,52,2,75,67,53,81,24,38,78,74,73,40,36,94,33,10,87
109,48,17,67,68,93,24,52,42,99,49,5,2,21,40,43,67,81,80,23,21
110,27,9,47,32,87,38,84,61,10,37,64,64,30,64,30,28,85,58,25,92
111,79,87,92,31,57,71,15,19,21,90,1,34,59,5,5,25,59,65,48,73
112,69,62,95,23,94,75,73,17,81,20,92,49,37,31,90,30,84,96,47,93
113,52,30,75,28,97,87,60,87,93,27,51,94,65,67,10,23,89,94,64,87
114,10,99,99,18,70,33,40,46,96,17,79,48,56,41,50,88,2,15,39,52
115,72,13,79,79,96,1,73,17,13,16,38,1,19,70,70,39,51,98,16,87
116,9,5,15,9,86,35,70,66,56,8,24,53,25,94,75,39,77,11,86,34
117,18,8,18,44,77,4,41,9,71,82,4,24,95,99,85,56,67,76,1,24
118,14,96,26,81,77,71,43,14,49,41,23,39,5,77,50,86,54,46,77,65
119,69,44,82,84,30,73,93,38,80,56,99,75,1,15,80,45,52,5,74,91
120,18,91,2,7,85,5,90,45,91,75,22,98,15,5,18,58,6,33,58,85
121,14,20,37,88,14,1,91,49,61,40,96,95,19,46,93,16,31,62,52,19
122,1,41,4,64,42,52,14,97,20,51,7,34,60,7,89,17,96,51,86,1
123,13,31,35,77,37,42,97,76,45,4,26,65,90,57,66,69,86,64,68,59
124,93,82,3,87,70,7,73,15,29,26,7,32,77,66,41,78,10,35,41,77
125,24,70,39,22,74,37,90,46,91,77,21,20,98,40,99,27,47,94,27,22
126,77,68,54,14,39,78,91,45,65,72,68,47,56,71,6,69,96,20,98,99
127,39,77,39,56,97,44,37,16,73,28,24,8,38,98,64,52,21,51,3,38
128,26,54,59,71,55,42,82,9,8,43,65,90,93,83,15,73,31,17,17,6
129,18,24,79,68,26,24,99,64,86,97,64,79,11,64,50,14,12,78,51,4
130,76,54,1,25,29,66,9,53,57,85,73,71,22,35,81,38,80,45,98,72
131,36,60,5,50,8,7,26,37,11,52,90,98,3,80,87,10,79,82,78,66
132,63,48,66,86,12,76,27,10,93,55,65,52,60,60,66,80,63,73,73,5
133,71,39,30,94,61,24,30,78,55,92,53,30,66,36,55,97,74,37,74,27
134,59,30,34,83,20,64,58,74,70,70,34,14,33,83,58,92,69,82,9,27
135,50,84,72,7,26,72,67,22,5,60,93,61,32,17,39,93,85,19,76,34
136,74,23,56,77,92,52,46,57,23,92,98,4,84,55,93,25,43,8,47,24
137,82,25,29,20,91,10,38,54,88,62,50,38,73,41,31,64,91,81,20,91
138,36,23,47,74,11,9,87,35,81,74,74,33,30,83,18,50,80,7,72,27
139,27,69,76,11,53,96,74,35,67,17,12,6,97,71,50,25,37,15,3,39
140,29,59,75,70,94,48,42,67,33,97,55,7,43,80,10,15,50,77,45,79
141,32,80,93,19,2,1,75,54,26,26,22,1,43,94,49,93,91,54,56,39
142,26,2,58,86,73,65,54,81,92,35,92,13,82,49,37,18,33,74,79,61
143,45,78,18,78,81,5,1,15,36,47,61,17,31,48,49,71,74,37,2,83
144,27,16,48,87,23,25,7,23,68,49,36,46,48,54,94,42,1,49,16,90
145,58,4,95,63,31,38,80,51,61,6,95,7,53,19,25,52,78,94,63,76
146,11,62,82,60,54,72,14,82,26,51,1,2,93,94,29,36,28,55,1,10
147,3,95,20,21,58,34,74,25,4,57,77,35,89,47,3,47,2,21,38,96
148,63,53,5,31,22,53,61,72,72,66,33,23,73,55,6,59,22,43,33,87
149,49,14,24,15,36,82,49,79,20,96,61,49,51,48,45,80,63,54,85,87
150,95,97,44,11,45,72,16,20,58,6,19,78,53,84,44,14,3,52,26,2
151,2,72,22,19,96,8,31,55,41,98,50,35,96,62,46,91,31,25,67,30
152,29,16,55,63,85,65,80,31,72,80,80,78,13,31,12,27,20,26,99,13
153,16,30,86,15,71,10,52,3,38,51,33,47,58,80,39,68,60,27,46,25
154,88,24,12,39,85,62,24,7,36,48,85,77,42,1,68,93,19,21,96,86
155,53,73,95,71,40,86,91,93,26,79,93,79,36,38,91,37,69,96,9,35
156,96,81,91,49,54,28,50,48,81,67,80,13,28,32,86,5,28,51,98,11
157,56,45,76,23,17,19,24,67,30,10,24,17,72,76,69,10,52,56,98,23
158,87,61,81,96,42,14,43,18,51,8,86,30,68,23,78,50,41,64,31,98
159,68,59,4,43,20,2,12,81,65,76,82,73,89,11,82,96,54,62,42,89
160,34,94,94,81,89,85,78,32,77,97,71,49,58,73,87,19,66,98,87,84
161,39,87,89,17,8,15,19,79,12,91,94,13,53,70,50,83,76,27,63,10
162,10,65,28,33,51,55,84,86,59,9,96,75,50,24,66,35,42,68,26,48
163,66,85,95,16,94,5,91,5,82,85,20,36,28,67,71,83,62,12,41,4
164,43,84,2,29,49,59,73,36,86,87,30,26,19,24,73,52,26,24,69,20
165,48,37,25,82,20,43,90,62,99,89,41,96,81,58,6,56,7,62,20,37
166,35,33,2,42,67,61,98,90,8,60,66,60,86,43,17,65,27,80,60,3
167,31,56,85,13,18,36,35,9,98,50,51,75,99,46,62,59,99,1,21,87
168,38,42,11,40,49,32,27,38,77,30,97,69,96,72,36,65,32,3,65,57
169,14,99,95,94,20,36,17,93,23,7,5,8,8,57,4,85,38,99,57,6
170,45,96,41,2,83,48,34,68,1,57,25,97,46,89,31,77,77,77,86,6
171,42,10,7,92,13,58,94,69,10,80,42,59,36,73,75,48,84,74,33,61
172,36,87,85,27,74,64,97,5,47,54,40,50,90,81,12,78,21,23,7,23
173,52,19,97,6,25,35,85,83,39,14,90,70,42,90,11,84,4,86,97,63
174,21,65,46,28,39,76,81,13,39,70,77,73,33,85,84,2,43,35,77,99
175,7,39,28,45,34,73,22,60,57,35,51,73,33,29,22,88,53,10,68,53
176,56,51,31,72,1,10,91,46,61,91,24,5,66,28,43,12,65,37,74,89
177,38,86,24,1,15,93,67,1,84,25,60,40,94,73,95,75,17,26,84,92
178,72,13,66,88,72,7,6,32,32,42,27,67,91,56,46,68,80,14,27,9
179,22,48,18,71,9,72,2,66,79,85,30,67,7,66,91,41,59,51,48,49
180,23,98,41,6,96,82,29,67,1,92,43,22,57,48,11,61,57,58,46,46
181,21,36,56,24,64,50,78,38,40,26,38,37,53,4,9,73,82,75,75,26
182,56,56,39,8,77,4,36,46,6,11,17,4,95,36,85,78,53,45,17,82
183,54,31,29,68,11,79,84,55,97,27,72,42,60,25,87,75,64,97,56,2
184,94,98,23,17,79,12,26,95,45,78,72,26,75,77,13,5,87,14,49,52
185,68,91,3,83,50,8,74,87,31,64,89,54,59,66,91,40,77,66,25,6
186,95,8,10,79,65,77,72,53,83,61,94,39,50,92,62,69,85,9,64,75
187,74,84,83,93,76,18,42,92,36,2,96,11,67,25,35,51,41,87,88,56
188,62,29,17,64,87,97,87,78,9,13,56,41,78,88,85,72,5,7,13,88
189,58,38,15,3,81,64,86,9,77,20,93,6,97,40,63,47,86,26,4,48
190,21,80,91,24,7,97,93,96,76,94,76,25,52,47,46,4,50,26,68,51
191,96,74,32,14,54,29,24,24,41,6,23,58,62,44,66,2,68,22,71,42
192,59,7,49,82,38,69,7,65,34,61,43,61,8,24,82,27,32,99,12,7
193,20,51,94,79,52,77,82,3,39,9,11,70,16,49,15,9,66,94,85,72
194,36,79,86,3,14,53,5,28,74,72,95,31,1,96,38,24,18,56,38,48
195,17,49,42,53,70,16,64,29,38,83,38,28,21,8,39,51,64,30,96,13
196,27,95,74,56,60,49,29,62,28,7,19,20,95,92,66,95,58,49,9,2
197,1,38,9,83,34,19,96,60,4,70,87,27,52,88,47,83,52,59,27,40
198,21,63,61,10,74,91,2,4,73,24,7,21,83,32,42,23,52,69,19,53
199,35,83,38,76,69,94,27,95,57,96,89,57,8,35,21,87,62,16,96,51
200,36,95,38,50,71,78,58,75,1,55,45,40,60,64,51,22,66,39,90,69
201,61,30,46,28,60,13,37,56,51,11,73,20,25,8,26,48,93,95,95,83
202,12,12,77,98,25,81,19,8,95,10,91,26,75,36,72,3,70,81,59,35
203,33,72,94,37,26,33,3,13,95,37,45,31,70,64,18,64,41,73,69,34
204,97,7,2,89,37,82,19,64,63,74,47,2,57,3,40,39,49,57,85,92
205,89,20,39,2,2,24,58,15,70,51,22,11,58,58,3,22,59,64,30,12
206,50,52,52,22,57,67,43,97,62,91,74,58,67,24,73,22,20,21,19,11
207,46,28,83,91,23,50,95,5,31,54,19,96,46,95,70,81,68,32,82,77
208,64,82,34,16,59,34,80,16,68,59,55,91,81,38,34,94,98,48,73,17
209,85,72,93,74,22,14,74,7,87,27,81,13,50,6,71,2,33,4,44,16
210,87,72,41,13,10,63,94,67,63,58,12,8,34,86,39,53,21,44,27,50
211,32,11,90,25,58,96,17,41,73,76,41,74,31,15,40,4,68,35,92,43
212,91,29,27,65,85,3,63,77,97,21,40,85,12,46,86,59,90,55,93,57
213,21,13,42,91,80,29,58,77,39,72,28,78,10,18,21,48,3,44,43,27
214,1,63,85,34,28,70,29,65,94,29,14,95,24,29,99,44,80,40,58,86
215,8,40,42,32,42,16,4,28,32,56,40,21,34,95,32,81,20,58,88,64
216,32,73,4,46,95,42,9,80,45,52,9,72,40,91,37,45,57,44,60,12
217,94,93,69,57,43,92,99,96,78,72,17,82,12,15,96,56,79,88,83,16
218,20,36,37,20,92,76,59,64,7,41,40,63,46,80,40,42,75,97,71,33
219,13,33,88,4,4,89,52,82,10,99,18,35,23,66,93,82,40,43,58,2
220,80,13,98,44,35,9,78,3,92,4,41,37,62,96,11,82,48,94,52,57
221,4,57,22,52,47,5,62,36,36,58,44,3,40,2,95,15,44,38,13,78
222,25,18,58,43,15,22,89,35,49,14,49,12,99,89,55,16,81,23,79,83
223,33,65,71,77,61,70,14,70,29,20,55,14,7,7,39,84,12,20,2,73
224,85,43,58,87,51,13,15,20,62,2,64,24,40,45,49,41,95,12,50,37
225,92,39,87,33,25,74,12,90,72,58,33,92,55,53,38,42,90,27,33,56
226,2,35,51,83,24,92,76,3,67,74,88,98,53,21,99,19,90,62,3,14
227,41,82,53,96,51,51,56,41,89,27,93,16,57,85,16,17,35,44,70,14
228,95,74,26,5,41,80,85,69,61,38,28,55,28,2,75,93,21,86,31,89
229,47,87,23,49,82,86,53,62,82,20,62,44,42,41,74,22,32,38,87,71
230,61,27,46,53,91,18,84,96,58,46,20,97,65,47,49,32,53,44,98,12
231,80,20,69,36,79,58,25,16,12,18,81,9,88,81,19,57,26,64,84,86
232,4,75,47,85,41,6,4,98,32,18,11,50,67,79,91,8,75,1,13,92
233,47,66,26,16,85,96,19,62,56,14,22,92,64,38,60,64,92,2,47,81
234,25,77,18,70,58,23,10,16,81,23,55,92,25,82,30,61,7,36,56,71
235,34,55,68,62,39,8,73,58,81,53,38,94,42,92,93,14,75,99,29,96
236,96,13,64,98,60,1,84,78,6,9,5,10,56,77,25,78,15,82,64,79
237,91,87,6,35,77,99,12,20,47,92,55,35,26,75,66,90,45,72,85,68
238,37,32,2,46,42,45,53,63,23,55,62,83,70,99,23,71,28,99,23,52
239,69,67,17,67,79,95,93,68,41,46,57,57,23,16,27,37,15,79,94,28
240,27,57,61,94,12,60,22,71,49,71,98,24,48,38,91,57,40,64,95,79
241,60,10,45,89,60,30,87,33,3,16,64,82,84,65,6,96,36,59,35,48
242,47,85,69,87,70,70,42,43,83,23,83,75,25,97,73,80,55,67,24,60
243,27,82,93,53,14,83,33,24,26,34,48,85,62,72,74,30,1,97,61,24
244,88,47,1,62,15,36,30,88,47,8,37,84,17,6,78,91,66,60,35,28
245,94,73,99,56,55,61,69,60,97,64,25,29,43,36,81,32,58,38,64,65
246,12,97,97,36,34,66,28,81,5,12,58,57,88,55,25,4,49,40,84,83
247,91,32,68,2,30,11,5,48,16,40,25,36,37,28,79,74,67,66,16,38
248,75,92,57,95,70,75,69,32,25,22,65,37,36,55,92,44,17,9,20,8
249,58,81,37,56,40,27,65,47,3,21,13,52,12,13,19,39,28,11,31,3
250,60,82,76,80,23,62,37,99,38,38,17,75,4,91,68,87,85,83,82,13
251,88,80,32,27,90,63,91,88,51,55,99,17,74,1,99,84,19,23,97,42
252,89,90,2,35,46,5,52,29,96,23,33,90,26,18,71,89,39,4,42,35
253,79,48,81,86,31,88,44,81,49,30,66,30,34,23,28,52,63,17,43,64
254,81,49,35,64,88,38,10,93,93,65,72,45,2,80,62,42,40,15,17,29
255,56,34,82,57,59,5,28,35,31,52,96,14,53,64,77,15,56,35,17,95
256,86,83,58,78,97,70,59,46,74,4,20,95,69,49,97,5,68,46,36,79
257,92,20,24,92,25,60,75,56,90,25,74,19,35,42,77,90,60,21,38,20
258,67,31,90,33,8,37,1,44,5,76,29,65,16,9,86,63,50,78,48,99
259,10,87,47,52,51,50,97,37,8,21,4,28,55,49,28,41,22,89,93,31
260,34,37,48,96,62,57,33,84,37,48,25,67,16,22,26,45,88,52,82,83
261,37,95,62,11,69,21,82,29,9,26,24,44,97,42,75,44,66,33,80,90
262,74,71,38,58,76,46,2,59,43,98,38,80,7,39,75,26,45,79,31,1
263,90,7,32,73,3,13,35,22,85,71,39,24,28,2,52,43,16,75,77,1
264,53,15,39,36,45,45,34,80,56,71,64,18,36,33,40,72,67,46,84,40
265,83,27,15,89,64,48,22,63,20,80,26,73,93,83,52,22,16,95,82,22
266,28,66,3,77,42,10,43,94,24,39,6,32,55,56,90,87,88,63,53,63
267,97,14,36,70,18,36,68,38,4,61,33,49,92,55,43,89,85,69,11,84
268,23,19,51,26,19,50,98,10,63,45,78,2,91,26,77,89,64,23,2,80
269,60,42,15,44,31,20,93,28,24,19,34,59,76,74,2,67,21,34,30,87
270,7,72,20,59,61,16,87,22,75,35,56,54,59,10,25,92,73,67,94,74
271,44,33,63,80,92,68,25,43,61,69,15,17,23,68,90,73,8,17,69,41
272,63,26,21,63,53,78,93,38,5,41,75,6,69,93,94,53,23,85,70,18
273,75,88,7,26,90,21,66,7,42,74,16,27,77,84,65,24,89,54,30,82
274,55,70,82,93,82,27,47,4,47,25,43,12,85,22,98,62,66,76,61,30
275,60,30,27,45,8,74,91,72,85,13,9,22,13,39,89,48,26,13,16,62
276,42,34,40,43,35,26,28,52,85,4,91,80,67,97,22,19,27,23,57,5
277,43,82,51,89,41,66,6,25,43,3,58,52,8,72,83,58,20,55,61,58
278,31,13,57,21,36,88,39,73,67,91,80,75,56,6,69,71,65,26,75,12
279,72,52,10,71,37,88,17,60,33,69,84,85,90,47,4,81,20,91,49,61
280,36,53,41,16,9,86,58,92,73,94,46,53,66,84,1,67,50,65,48,81
281,34,89,32,25,60,53,29,52,90,93,67,4,67,41,15,54,16,38,87,48
282,21,83,54,3,24,62,50,16,41,20,44,90,56,76,12,15,5,71,79,31
283,21,55,4,38,2,8,61,48,98,2,97,43,70,27,22,64,33,89,52,18
284,54,4,81,16,81,69,24,69,34,62,81,66,96,25,2,56,32,6,96,25
285,37,37,42,27,82,38,19,91,67,82,14,13,14,88,79,53,16,26,1,17
286,73,47,20,44,30,8,29,1,63,25,87,76,98,82,4,38,4,94,15,82
287,94,98,44,10,14,44,9,57,48,21,14,18,36,79,73,76,27,72,54,93
288,22,8,64,44,94,9,71,88,24,55,4,71,83,99,60,6,7,14,59,23
289,24,60,74,96,54,8,20,98,20,78,44,28,38,11,88,52,2,97,31,70
290,2,94,22,4,72,87,99,29,89,28,2,54,68,25,57,75,7,51,77,95
291,5,27,21,38,54,55,9,8,82,8,93,42,30,15,30,92,73,38,89,45
292,91,5,20,3,27,43,7,66,49,72,69,30,41,73,39,55,84,25,88,26
293,68,45,28,43,83,6,54,80,25,89,13,60,43,22,75,66,19,50,46,87
294,7,33,5,40,22,94,65,27,41,8,52,19,89,41,95,68,75,38,22,25
295,84,3,13,95,54,80,27,26,19,50,42,72,53,79,38,18,84,25,47,94
296,85,59,80,75,41,79,84,60,45,51,74,98,38,89,19,19,17,6,55,19
297,98,14,19,77,82,97,69,78,66,8,73,78,43,83,17,6,25,30,40,65
298,40,59,68,95,38,17,19,64,13,1,59,59,59,46,72,34,15,8,89,28
299,36,47,19,25,81,72,53,39,32,25,72,59,72,84,9,70,52,72,45,32
300,63,87,64,34,22,26,26,2,78,15,22,20,84,12,47,60,67,97,52,87
301,45,26,28,20,63,5,97,34,66,86,33,59,25,28,17,28,33,32,90,57
302,86,35,94,98,41,29,37,70,17,34,77,85,46,61,60,79,71,93,26,54
303,69,75,68,32,58,38,13,93,57,54,2,44,55,41,56,72,44,8,26,93
304,55,24,13,62,8,68,24,45,58,12,20,39,7,38,12,72,47,4,49,23
305,41,4,25,9,84,95,58,72,19,69,72,41,10,66,99,26,39,28,38,84
306,46,95,79,91,72,42,74,93,1,46,42,43,85,35,9,44,27,54,39,65
307,42,52,7,17,75,3,21,34,89,15,55,49,35,62,74,25,73,60,81,18
308,24,72,8,17,2,9,85,42,60,3,76,79,45,56,41,98,36,19,4,72
309,67,75,84,64,62,79,37,58,82,60,98,41,64,37,66,52,21,83,32,71
310,10,87,99,45,7,38,26,29,28,90,60,75,81,55,32,20,11,87,71,23
311,18,3,9,14,82,41,15,24,88,87,81,73,25,83,41,72,18,14,53,50
312,2,64,10,79,67,50,50,94,13,13,81,16,2,27,32,68,48,35,23,47
313,17,55,48,90,86,54,77,46,63,74,98,33,94,70,23,49,32,71,34,92
314,33,76,18,57,75,94,31,84,37,59,67,52,80,79,77,73,88,47,30,72
315,40,92,40,16,12,53,14,32,5,93,90,20,26,1,63,90,70,59,42,81
316,33,61,93,91,84,83,69,56,88,22,83,61,56,63,79,18,22,87,31,2
317,2,36,91,28,6,38,46,33,96,96,40,49,84,53,89,87,87,54,92,80
318,30,92,20,5,39,61,24,38,8,47,46,37,74,56,23,3,27,38,11,84
319,94,2,2,87,25,21,89,14,56,14,67,22,26,19,87,36,72,8,43,86
320,89,53,77,17,27,6,39,66,46,42,43,37,12,8,5,19,42,94,19,97
321,94,81,78,40,70,30,4,29,53,55,6,8,96,96,47,90,69,32,58,99
322,47,10,20,57,98,3,22,54,39,14,65,49,48,49,21,67,11,21,50,46
323,64,4,24,73,73,45,23,62,43,27,95,38,74,45,37,50,2,43,30,24
324,60,35,61,62,93,90,38,17,98,15,30,39,88,70,70,51,73,43,26,67
325,60,63,5,5,82,15,1,42,37,76,85,59,46,28,86,27,6,33,72,75
326,36,62,88,27,81,3,64,85,69,49,72,45,59,72,31,6,44,96,35,2
327,30,5,96,1,33,90,25,30,92,86,6,4,67,99,69,49,34,60,6,99
328,12,73,23,42,58,97,3,5,18,11,59,6,41,36,74,47,77,36,4,37
329,71,67,83,28,76,34,96,74,7,63,71,35,35,76,25,83,14,98,19,54
330,36,94,79,99,8,55,97,5,18,72,24,33,63,74,78,78,25,5,97,87
