JobID,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20
29,99,25,61,80,37,45,41,53,66,91,79,78,65,99,42,7,6,24,99,60
30,96,17,40,42,62,25,33,21,56,40,88,40,17,52,5,67,41,61,32,31
31,25,7,13,27,87,12,77,34,2,75,40,19,64,61,78,91,56,38,62,58
32,50,1,17,86,27,88,37,56,95,10,48,41,31,93,82,17,16,49,49,98
33,65,48,83,58,67,73,5,92,25,57,9,10,54,67,57,44,63,35,15,72
34,3,71,39,26,17,79,84,89,78,75,91,74,14,51,86,48,17,98,76,65
35,55,97,54,98,52,5,68,28,62,25,63,96,45,52,51,70,30,54,58,93
36,17,62,14,72,9,45,51,62,25,23,95,43,15,43,36,39,35,36,76,38
37,44,35,69,43,52,3,73,51,7,86,85,69,53,28,48,25,24,29,66,86
38,1,44,16,83,56,86,67,9,55,25,93,11,31,56,55,68,89,21,46,1
39,80,72,62,6,57,14,44,73,78,10,31,8,81,63,62,60,9,71,30,15
40,3,78,31,15,15,96,62,56,12,37,81,83,98,27,3,56,53,93,13,92
41,48,60,24,84,9,47,43,75,28,1,48,70,29,4,72,86,84,68,49,41
42,55,94,35,86,59,89,15,98,61,76,75,99,97,10,31,19,77,17,46,71
43,37,4,97,60,60,82,24,99,7,71,33,70,57,83,56,83,4,46,67,84
44,13,59,65,79,99,87,75,37,34,7,85,81,59,7,94,2,61,64,86,11
45,97,54,53,73,78,33,93,47,76,55,53,23,36,51,86,23,72,72,18,31
46,16,40,90,88,7,79,59,85,1,41,4,44,87,76,65,89,84,15,68,91
47,25,9,28,29,19,87,36,69,50,3,80,11,15,53,12,85,91,74,40,11
48,80,37,8,33,6,90,31,45,93,9,48,33,69,71,4,46,38,86,61,95
49,16,28,86,54,81,19,91,16,18,48,99,59,94,91,48,91,32,92,1,72
50,56,94,59,70,53,68,83,10,53,30,8,85,36,45,14,2,12,75,56,13
51,64,59,28,50,42,24,2,99,53,53,23,30,57,87,23,63,42,79,91,54
52,72,62,58,80,73,35,5,43,9,54,57,47,91,89,99,66,32,7,71,13
53,1,98,28,38,82,82,36,61,67,66,76,78,24,8,2,67,81,79,2,78
54,70,3,4,33,40,87,80,37,33,73,61,40,44,40,70,48,97,24,2,19
55,18,53,60,23,37,23,49,66,60,29,37,9,39,19,67,1,85,32,58,44
56,46,66,59,65,86,10,98,94,70,44,18,4,63,2,54,97,52,92,67,38
57,25,89,89,87,96,38,40,25,80,83,85,33,6,60,92,11,22,76,93,1
58,84,30,94,61,18,60,60,30,52,98,60,39,68,73,42,29,15,85,80,5
59,80,40,69,81,38,86,37,66,40,7,28,60,25,86,77,58,22,34,88,68
60,27,42,64,37,2,5,52,5,21,9,83,20,24,75,53,57,37,97,70,49
61,54,27,56,70,16,16,33,92,70,6,51,48,87,6,17,82,69,4,47,31
62,36,27,92,63,16,96,30,6,80,84,71,53,11,86,28,2,98,34,42,42
63,31,92,86,33,28,37,35,73,71,9,79,29,1,61,6,50,92,40,66,23
64,59,39,51,66,68,67,45,83,13,59,11,45,85,68,35,33,35,59,99,51
65,95,25,8,30,86,98,67,65,29,43,28,45,9,92,56,74,69,97,77,26
66,21,23,56,23,9,12,59,60,1,62,17,71,37,39,70,34,8,25,2,16
67,10,55,87,99,72,30,57,38,72,27,15,35,60,49,5,42,51,66,14,58
68,55,50,67,3,78,12,41,14,47,32,54,97,45,93,75,99,10,40,35,96
69,5,10,58,38,61,16,88,2,24,44,34,89,14,6,21,4,35,55,65,69
70,71,72,69,20,37,60,40,82,57,93,31,90,18,81,33,2,98,81,28,47
71,68,41,26,27,49,2,68,10,63,70,79,88,93,85,49,35,36,77,51,24
72,19,72,6,36,31,24,98,70,78,68,47,69,23,17,52,39,55,22,62,61
73,47,35,42,47,22,3,20,74,36,69,33,84,59,56,76,18,28,20,94,73
74,86,33,97,51,25,59,24,34,17,33,43,48,80,82,44,92,88,87,5,84
75,31,60,93,93,49,40,7,12,70,10,4,32,41,69,21,2,56,34,39,67
76,74,80,22,55,25,47,63,60,52,51,81,21,41,13,85,16,74,97,32,72
77,29,53,67,92,72,64,64,2,21,30,31,82,19,22,87,79,90,42,10,51
78,56,31,3,49,41,33,59,79,79,22,48,73,88,20,26,56,47,42,18,38
79,29,24,9,34,82,55,15,48,38,11,84,21,20,18,43,41,8,79,38,50
80,13,19,65,9,56,99,58,86,54,32,31,78,60,13,36,75,49,77,30,4
81,86,35,98,67,88,83,98,37,16,27,20,13,3,86,35,13,31,72,12,10
82,93,89,73,12,82,75,53,49,39,82,32,33,72,9,8,9,94,65,71,90
83,21,57,41,10,65,60,31,75,36,70,18,38,75,60,96,10,99,33,37,74
84,72,33,77,18,14,73,80,45,92,35,75,24,57,70,56,13,25,35,7,4
85,7,57,9,23,83,27,77,88,5,32,68,56,44,9,21,1,49,90,87,89
86,17,4,3,15,55,13,94,33,69,4,99,34,55,83,93,46,79,93,85,54
87,32,83,30,10,12,48,59,14,86,27,4,99,28,95,72,11,5,7,37,3
88,46,84,58,92,26,67,15,19,96,25,88,59,46,90,15,6,67,39,19,72
89,13,43,78,64,73,77,55,5,10,23,12,94,12,58,95,16,44,34,35,62
90,13,6,26,99,68,81,31,42,41,14,18,57,88,76,63,95,38,16,85,68
91,55,88,78,77,10,60,87,24,28,17,57,53,71,32,99,48,68,11,38,8
92,42,64,59,7,70,91,29,51,32,56,96,82,85,14,88,9,10,81,30,47
93,33,69,4,43,36,81,77,84,99,99,55,64,50,45,86,95,80,76,19,17
94,48,14,39,43,59,59,22,22,34,70,10,43,62,29,34,85,63,10,70,73
95,37,67,6,47,4,70,26,47,4,71,49,62,45,68,93,32,15,15,77,42
96,73,35,68,42,83,69,78,28,5,90,49,26,9,84,47,49,41,81,61,41
97,87,75,22,91,22,68,88,50,6,65,92,95,96,74,43,35,66,16,28,5
98,40,29,98,59,71,72,83,14,90,13,36,59,44,89,54,52,99,58,56,59
99,6,29,44,95,95,26,75,97,54,83,13,31,67,15,7,88,53,63,59,96
100,45,52,62,80,62,87,87,72,81,35,67,29,40,89,40,33,28,86,63,38
101,79,59,15,50,94,39,44,37,60,55,46,78,67,45,70,33,38,49,44,15
102,36,92,46,99,57,44,17,6,16,44,26,97,34,16,79,60,22,47,6,41
103,5,14,35,90,80,34,89,21,37,71,8,40,5,22,14,48,67,99,18,72
104,34,97,72,11,29,93,58,93,10,29,54,51,60,79,41,73,98,47,6,16
105,94,38,64,11,29,51,99,25,90,8,24,73,95,69,82,68,19,85,29,56
106,61,86,66,90,55,22,91,62,68,15,26,25,18,2,50,23,25,91,79,36
107,19,40,48,56,31,70,57,17,12,94,38,17,21,8,44,95,20,32,64,48
108,59,38,73,27,39,56,30,86,36,22,39,81,93,77,4,11,5,5,65,50
109,47,35,17,21,13,37,70,10,54,45,86,32,55,32,72,85,81,22,3,68
110,19,49,71,92,59,48,95,20,75,32,43,24,91,19,61,54,61,29,60,53
111,29,29,26,77,22,67,55,29,90,55,98,32,14,30,43,78,43,68,8,49
112,80,61,80,55,79,74,53,76,18,76,15,40,86,22,50,6,89,54,63,71
113,30,82,30,94,9,28,46,41,26,21,20,27,11,47,31,8,38,90,16,86
114,35,42,42,22,39,57,66,22,91,16,58,70,66,16,24,9,45,49,9,61
115,41,88,66,69,25,63,72,93,39,9,56,21,83,49,74,68,70,91,65,80
116,41,45,21,30,71,32,90,26,87,19,71,3,19,7,27,89,34,37,26,3
117,60,54,4,77,49,5,14,74,27,93,58,59,92,54,78,44,92,97,17,22
118,57,84,47,85,42,11,58,4,81,15,79,51,88,38,47,16,50,1,67,60
119,94,38,35,48,34,87,44,58,78,57,44,11,66,87,32,68,16,18,39,60
120,36,63,97,82,80,87,65,23,84,18,96,6,23,99,72,18,84,99,59,47
121,68,15,95,96,68,1,28,25,53,53,89,51,8,23,23,58,10,33,79,32
122,2,30,55,58,89,73,36,71,85,56,78,97,63,44,64,93,82,87,23,33
123,95,38,77,27,57,37,85,77,49,44,35,98,17,8,81,83,74,74,70,93
124,98,86,59,46,36,91,58,96,29,41,74,44,8,11,59,37,25,15,70,71
125,66,76,15,73,31,56,2,2,55,99,84,20,96,51,45,65,82,37,34,7
126,65,19,95,5,41,61,76,1,75,39,6,13,59,12,53,16,54,76,60,10
127,87,95,24,38,57,7,81,70,45,14,43,21,78,82,26,22,99,74,12,94
128,62,19,12,21,76,49,16,61,40,95,12,8,18,11,14,6,31,76,65,62
129,81,89,3,9,30,84,39,99,56,68,35,3,10,1,14,70,33,34,12,13
130,54,1,16,67,38,88,14,46,95,71,73,29,43,48,93,58,74,32,88,49
131,67,67,76,82,33,52,82,8,23,39,88,38,22,98,4,10,68,35,83,45
132,93,34,48,68,17,57,78,61,24,1,6,14,56,19,36,61,61,64,24,26
133,8,20,69,50,24,77,2,18,44,96,37,67,86,87,60,34,75,26,66,16
134,36,28,56,52,35,58,84,28,60,54,80,80,78,41,60,9,85,1,59,68
135,28,77,31,67,90,13,26,21,12,28,65,23,89,5,91,61,84,95,4,58
136,74,93,95,16,23,28,69,24,42,90,21,49,98,70,92,59,74,78,50,81
137,13,98,33,11,54,39,31,75,5,65,66,16,93,52,29,16,67,53,64,93
138,54,85,96,30,57,6,37,44,80,67,40,81,68,6,38,18,85,56,70,31
139,95,98,98,91,1,14,75,62,29,49,7,93,55,35,19,49,41,38,16,21
140,47,59,54,74,32,96,44,68,30,74,64,68,25,47,11,72,29,74,43,8
141,23,9,25,14,27,86,77,32,5,54,36,26,2,93,39,93,59,26,67,10
142,37,94,28,96,25,4,75,61,12,19,4,67,3,32,95,10,26,14,73,78
143,74,64,94,60,44,47,5,58,96,84,22,22,59,23,10,28,54,43,54,24
144,24,54,91,21,23,78,62,90,83,94,48,34,83,8,61,45,8,79,5,29
145,40,67,62,22,51,29,67,49,44,51,39,19,40,93,63,28,54,38,74,97
146,39,70,85,62,67,76,51,79,78,3,67,99,64,24,10,2,27,48,66,4
147,16,10,3,42,35,5,61,53,45,20,24,95,91,51,15,98,22,96,93,72
148,14,85,61,16,64,49,47,61,21,38,49,64,80,17,61,39,45,22,50,51
149,47,4,3,37,59,10,5,43,88,92,44,79,80,32,90,40,97,48,33,14
150,88,62,90,20,92,10,2,33,78,37,55,66,8,63,16,53,84,81,3,85
151,94,4,87,33,72,52,30,27,65,12,82,71,13,96,3,60,87,16,79,40
152,53,24,31,74,4,21,94,20,21,73,6,61,79,21,70,56,89,46,48,49
153,56,98,13,91,47,37,68,84,52,84,11,9,54,67,11,97,2,11,13,59
154,53,46,80,36,5,75,49,61,88,48,22,91,36,29,70,68,9,40,9,62
155,78,92,83,50,2,23,80,58,6,94,43,54,49,79,35,67,98,30,17,44
156,22,84,64,31,32,71,57,48,10,35,66,33,77,84,61,3,86,63,69,36
157,86,49,47,35,46,62,66,68,20,50,79,54,62,21,13,10,53,35,52,16
158,12,73,97,84,2,71,29,37,67,33,94,25,64,80,27,61,64,30,26,36
159,29,31,18,82,32,54,14,16,49,70,13,56,35,71,4,23,86,13,51,62
160,83,97,50,99,86,65,59,17,29,7,86,95,12,39,87,58,39,9,94,38
161,34,23,58,19,26,15,35,86,70,64,80,50,65,25,25,83,42,61,15,92
162,87,13,27,89,43,86,38,58,24,77,79,39,67,1,4,79,42,26,41,22
163,7,26,59,93,61,44,65,38,24,79,43,98,65,60,62,3,65,59,59,35
164,49,89,31,77,22,82,23,80,67,59,39,9,21,99,47,48,34,22,24,41
165,28,75,12,95,70,74,65,2,52,66,42,64,40,96,31,7,18,6,30,99
166,21,67,72,53,62,28,72,95,25,2,50,22,76,77,90,85,48,20,47,10
167,59,26,55,66,49,49,70,7,96,36,85,77,13,37,10,13,35,5,71,46
168,28,55,67,63,24,87,24,27,84,20,10,88,41,81,85,17,41,1,55,50
169,95,28,79,27,62,60,36,54,21,15,2,81,90,95,15,29,75,30,50,46
170,71,80,66,72,90,65,49,87,64,25,72,75,96,64,68,96,89,31,33,34
171,19,54,56,54,27,28,85,42,18,83,92,94,7,82,42,78,9,72,31,14
172,54,63,17,79,32,55,49,23,69,3,33,72,15,96,53,97,53,16,53,96
173,84,36,52,44,62,7,63,99,88,71,11,61,86,34,17,44,8,84,19,13
174,35,98,96,11,47,75,20,90,64,24,66,18,35,79,33,92,16,35,81,76
175,80,45,51,74,81,3,44,53,60,83,64,59,29,1,89,67,10,18,91,33
176,7,89,3,78,38,64,88,6,36,10,88,69,59,31,10,25,22,11,51,99
177,65,39,86,15,53,97,7,96,34,56,64,6,3,86,97,78,93,40,80,26
178,29,55,87,82,3,22,21,50,13,16,86,55,2,10,5,55,46,60,68,36
179,13,63,43,47,77,44,92,66,42,81,18,24,66,99,47,15,97,94,22,78
180,92,17,16,26,51,43,63,33,77,10,9,52,25,94,85,11,38,25,75,59
181,11,21,82,23,28,41,52,73,17,70,79,82,53,95,72,38,84,99,3,67
182,18,42,91,35,82,6,36,92,42,24,24,65,82,67,69,5,64,80,26,67
183,40,17,53,11,7,51,37,36,37,93,95,66,44,57,27,9,57,37,32,55
184,26,99,63,5,25,56,94,31,40,45,75,59,14,9,61,6,70,51,13,12
185,11,58,53,54,82,88,93,76,17,68,73,1,88,52,99,28,60,36,52,8
186,31,91,24,78,10,29,65,78,28,2,99,95,79,17,10,29,65,99,47,12
187,56,5,75,72,62,8,80,8,32,5,74,2,44,94,73,64,27,16,93,75
188,13,73,10,34,99,45,79,72,53,84,61,19,77,62,12,80,4,89,43,12
189,31,41,61,90,38,44,31,39,73,72,82,63,45,85,43,96,23,45,47,10
190,15,78,31,83,64,21,24,2,80,40,48,60,85,13,29,94,5,4,55,1
191,97,7,68,10,84,3,59,79,51,40,6,27,44,56,55,98,79,57,48,77
192,79,2,65,42,15,72,87,5,45,8,6,66,66,80,25,65,68,2,39,38
193,83,66,65,94,88,81,45,10,69,32,17,33,53,79,30,3,39,68,6,86
194,86,35,18,13,62,36,74,16,88,57,50,1,50,47,83,31,46,1,73,40
195,10,55,66,81,22,81,14,76,68,47,73,46,44,85,68,14,76,14,49,23
196,18,35,36,57,66,6,31,28,47,41,28,36,40,31,66,27,88,28,34,72
197,27,72,96,83,39,35,10,73,80,46,71,20,51,31,61,26,9,1,6,64
198,9,82,70,56,30,56,93,22,41,11,4,87,11,77,59,51,18,24,13,18
199,99,93,50,92,66,80,80,96,56,39,77,74,37,63,82,64,58,9,23,45
200,73,18,5,93,59,65,60,89,32,93,6,69,6,40,93,49,2,59,37,39
201,2,64,74,62,54,87,26,65,56,56,93,42,6,32,71,19,42,70,18,32
202,10,11,37,76,42,4,98,12,68,32,20,99,52,70,54,21,81,45,76,24
203,24,87,40,12,3,16,13,3,52,42,28,67,45,33,59,84,97,88,62,89
204,67,25,81,42,7,85,93,53,4,89,94,93,68,15,15,21,93,67,34,33
205,47,8,59,35,76,95,41,50,89,44,59,10,77,84,1,2,50,66,21,7
206,57,82,82,92,58,93,49,15,20,32,22,33,19,1,5,61,96,26,56,81
207,49,29,94,41,61,77,22,27,73,69,71,96,68,40,56,84,26,37,78,86
208,84,29,31,93,22,61,87,34,37,22,72,64,33,87,42,38,37,78,43,14
209,68,78,55,32,67,43,69,11,37,25,69,45,39,91,55,32,84,11,49,62
210,3,82,24,6,12,5,8,43,51,9,39,40,54,90,31,8,35,30,71,14
211,8,16,96,75,22,22,87,75,6,52,84,77,75,14,46,19,46,33,21,2
212,80,92,48,22,30,76,72,52,98,21,76,51,92,7,70,33,99,81,97,32
213,67,20,37,2,88,3,28,84,29,14,57,68,5,36,40,6,82,49,57,87
214,74,13,59,77,66,23,19,78,4,35,31,20,18,47,4,3,91,22,20,53
215,50,61,76,35,79,38,95,69,20,58,51,84,33,81,67,84,23,26,33,29
216,92,50,70,43,25,46,99,84,80,72,15,11,98,12,91,96,79,85,52,85
217,36,4,17,28,22,98,71,73,19,44,89,51,26,38,69,69,70,20,56,74
218,68,56,80,91,91,68,63,44,70,46,58,80,67,28,72,29,26,86,12,79
219,17,55,7,86,59,63,26,63,16,87,72,64,9,66,84,70,4,42,44,93
220,57,99,43,48,63,94,48,4,14,38,56,6,1,59,14,60,21,10,58,72
221,9,12,67,35,18,15,64,5,81,23,76,96,16,52,70,48,67,66,6,96
222,18,20,58,35,51,15,10,57,76,86,24,9,6,70,11,35,98,15,84,31
223,46,63,60,90,1,30,83,53,16,90,95,90,88,94,50,20,94,31,82,39
224,28,73,41,87,68,59,17,31,68,74,7,42,34,90,12,53,23,75,99,80
225,89,78,74,13,33,89,37,1,90,75,22,17,50,73,49,43,20,18,67,16
226,35,17,55,2,96,83,8,60,62,61,30,22,75,69,27,56,48,44,45,31
227,77,79,55,58,99,88,5,40,80,65,30,65,66,57,31,24,25,48,64,34
228,35,70,1,85,1,15,13,11,85,40,63,39,63,41,5,16,53,56,2,58
229,30,29,94,58,96,41,4,14,42,33,77,18,2,9,80,30,42,75,97,78
230,35,34,5,62,68,29,5,93,75,12,11,45,10,95,79,51,66,36,65,13
231,58,75,90,62,50,67,22,75,8,56,23,43,20,83,33,35,9,9,89,4
232,13,96,13,99,15,72,13,19,28,12,48,38,63,96,96,44,91,44,15,52
233,75,23,50,10,44,2,47,33,32,9,21,70,20,97,36,75,45,27,28,87
234,15,19,49,7,42,19,60,63,46,71,10,11,82,6,70,69,78,26,28,40
235,32,61,96,4,3,60,72,1,63,56,72,10,80,42,85,94,76,68,42,2
236,40,1,16,12,10,95,64,32,64,9,21,85,61,46,14,33,6,33,82,44
237,80,35,11,1,10,96,70,8,46,29,25,80,32,70,47,81,62,62,59,37
238,99,15,98,5,1,11,28,81,32,54,58,68,69,7,29,83,32,31,14,6
239,72,86,58,29,66,52,86,58,52,78,33,4,98,61,26,69,51,93,91,33
240,3,14,89,89,15,87,44,54,26,20,2,22,84,26,76,60,80,11,48,95
241,48,93,57,86,20,35,3,64,47,98,38,73,57,43,3,91,79,45,66,31
242,40,22,44,4,32,43,69,32,15,94,71,20,14,59,85,99,77,66,30,71
243,87,46,18,20,75,55,77,54,9,85,65,98,38,82,62,35,13,65,50,51
244,62,52,90,66,31,9,20,39,4,94,52,4,24,25,22,3,74,25,63,55
245,37,19,27,72,20,8,25,50,96,63,55,58,3,30,67,98,99,15,6,49
246,12,26,15,97,54,95,3,50,96,41,97,10,81,62,69,42,71,56,68,90
247,22,12,77,38,42,77,51,92,27,29,51,33,40,32,49,79,35,32,75,89
248,2,43,54,15,8,45,11,34,53,95,60,74,79,79,96,57,66,75,86,37
249,81,12,15,96,78,75,47,1,48,36,32,19,96,74,2,16,44,70,9,98
250,60,83,92,21,10,89,2,47,97,40,92,34,1,22,46,47,57,30,31,91
251,88,68,5,59,93,25,54,83,27,19,30,56,16,24,51,17,53,52,47,55
252,45,45,22,91,11,73,21,63,28,21,24,68,86,91,75,32,69,43,16,39
253,25,20,41,26,40,9,49,48,10,38,5,83,29,51,68,8,40,15,36,70
254,45,5,4,23,84,20,90,93,44,56,94,1,73,20,1,48,16,74,87,23
255,40,24,65,32,81,43,45,25,60,73,46,21,49,70,4,49,80,82,1,10
256,23,84,24,36,98,74,47,30,56,35,69,76,48,33,43,7,9,22,67,22
257,29,44,18,11,22,7,23,73,88,76,56,21,98,17,99,97,54,26,80,9
258,9,14,53,65,13,40,49,39,30,22,42,88,24,61,56,47,77,44,55,59
259,76,28,7,2,79,90,52,54,96,33,84,8,75,14,47,25,28,49,60,5
260,75,24,16,49,87,93,25,19,79,76,50,68,82,82,3,85,59,55,46,11
261,3,17,52,14,8,34,31,50,89,88,4,74,37,44,52,36,90,96,75,66
262,92,24,66,36,33,46,39,85,24,87,9,18,93,95,40,1,74,19,99,19
263,7,27,70,46,37,10,21,59,60,62,62,85,95,79,81,55,59,98,75,43
264,7,3,3,3,34,45,17,41,14,51,17,26,60,62,22,94,55,10,25,42
265,9,95,9,9,50,53,91,13,98,79,14,54,18,27,47,62,36,18,98,91
266,71,25,41,33,70,80,51,35,71,3,40,25,58,20,78,54,28,77,38,69
267,40,65,16,67,97,9,91,10,2,9,20,61,9,84,29,40,73,66,29,82
268,39,86,38,17,93,16,76,72,23,11,20,21,5,50,38,62,34,85,87,11
269,38,9,8,9,70,75,30,75,43,32,27,57,58,8,72,61,64,20,2,96
270,96,83,95,15,13,38,69,78,29,14,75,28,31,29,25,45,29,62,73,69
271,34,48,66,18,53,58,82,98,97,89,42,66,37,2,27,96,72,43,41,13
272,41,23,67,32,27,77,66,69,50,23,61,83,64,70,29,59,5,74,75,63
273,29,29,86,51,56,20,16,77,4,15,98,47,39,57,94,96,72,97,60,80
274,93,93,79,47,48,1,87,31,46,69,61,36,16,20,72,64,61,51,87,43
275,17,25,54,24,22,61,24,76,39,91,25,88,85,13,79,71,81,30,21,12
276,97,7,32,60,56,90,12,77,10,86,1,34,86,99,78,35,95,53,47,2
277,1,81,89,73,58,55,10,23,21,76,92,4,4,22,90,16,89,27,35,48
278,15,86,13,80,96,96,62,4,87,6,29,68,10,39,22,12,1,53,70,25
279,29,14,91,67,58,43,13,26,7,24,67,86,18,3,49,21,25,81,4,98
280,74,85,89,54,92,28,23,51,3,4,79,89,73,55,35,69,23,35,29,44
281,36,22,38,87,9,83,54,26,19,22,31,86,59,71,52,57,60,67,86,3
282,59,95,15,13,89,53,53,45,69,15,93,99,21,19,74,60,73,75,86,27
283,17,84,42,97,34,80,42,63,86,7,37,31,66,68,85,77,95,15,34,1
284,4,97,44,34,82,91,9,27,4,75,75,24,59,1,23,58,62,53,52,65
285,1,13,96,22,83,25,16,54,92,29,42,76,23,99,14,77,35,70,80,45
286,1,24,63,24,10,70,86,27,45,82,98,50,75,3,72,75,84,42,57,10
287,73,83,26,95,49,28,75,39,33,97,52,71,92,21,9,13,2,13,81,89
288,42,89,22,95,85,98,42,37,80,64,8,69,20,30,85,9,3,88,52,12
289,59,90,19,89,8,15,30,49,37,88,55,7,90,51,6,52,33,4,4,12
290,67,56,37,4,54,64,99,21,98,93,37,32,63,69,15,21,6,99,64,58
291,36,38,47,69,45,89,88,40,36,80,75,34,56,47,57,39,23,96,28,69
292,88,67,79,21,18,97,18,68,55,47,63,97,18,79,83,86,54,67,76,44
293,20,25,28,55,75,62,75,94,49,6,77,48,70,23,25,88,23,23,73,22
294,53,17,31,76,18,52,29,98,84,81,33,42,13,32,25,69,58,18,54,64
295,5,82,81,30,89,89,13,22,44,83,87,53,91,34,36,19,54,27,93,2
296,29,13,74,25,78,26,57,22,11,16,43,21,60,18,49,75,27,26,26,92
297,26,48,18,8,85,97,54,48,79,32,81,87,41,49,98,18,27,83,92,15
298,79,73,74,91,19,44,78,71,46,32,4,85,57,37,1,6,4,19,14,15
299,94,53,82,81,1,78,73,11,98,70,88,61,2,97,1,55,84,92,3,62
300,3,48,36,90,2,48,23,47,96,5,81,9,36,5,51,49,10,33,20,62
301,95,31,55,21,12,28,92,16,10,26,17,50,53,56,37,31,90,67,66,41
302,20,7,74,16,37,68,32,69,61,53,82,57,77,57,35,76,32,1,93,88
303,96,31,46,43,28,68,27,13,5,96,7,47,32,4,72,68,54,2,87,49
304,66,97,82,48,83,99,27,69,88,76,42,84,8,44,63,42,95,68,63,3
305,61,21,36,52,77,18,74,47,78,24,97,2,94,39,51,28,59,9,18,23
306,91,73,70,48,38,51,40,16,29,47,55,36,45,47,87,17,97,93,94,92
307,6,15,59,67,94,78,97,47,23,67,63,66,98,56,10,17,24,6,90,1
308,63,77,66,74,28,28,33,83,89,32,22,17,97,38,60,91,76,4,89,76
309,90,63,77,12,82,70,64,87,34,22,73,35,13,89,94,96,66,95,73,73
310,62,72,99,5,63,75,15,10,85,64,64,53,23,35,51,18,69,22,16,15
311,23,19,9,9,42,87,53,83,30,9,95,75,69,12,43,75,83,38,82,68
312,13,15,58,61,24,12,37,55,57,97,81,69,22,80,7,22,29,5,35,46
313,34,31,18,75,62,82,89,81,74,90,65,66,65,28,83,45,30,13,28,87
314,98,44,77,35,46,73,53,50,75,28,40,82,54,98,20,70,54,16,80,4
315,80,31,79,66,40,74,32,53,52,29,52,23,87,52,98,75,81,91,63,96
316,62,10,14,42,33,10,42,33,20,83,54,46,23,38,31,44,2,70,41,79
317,34,79,99,64,26,32,24,52,95,37,6,82,70,22,2,49,49,70,55,64
318,27,68,70,97,44,81,84,52,21,81,83,69,23,9,43,64,10,78,82,57
319,66,16,42,81,49,47,52,25,13,89,91,56,98,25,69,62,10,62,37,66
320,52,95,92,59,67,31,50,71,57,27,70,72,85,72,64,34,51,38,71,60
321,7,58,81,42,14,55,63,7,40,51,50,80,70,64,4,26,92,8,64,30
322,95,81,69,36,17,87,39,3,97,72,91,26,64,75,76,28,12,63,80,86
323,27,22,45,41,89,24,51,4,25,13,48,90,70,56,88,30,33,37,12,65
324,87,67,59,54,80,96,20,20,99,37,64,77,20,90,30,47,64,75,40,29
325,66,46,64,99,99,36,43,59,19,93,55,68,29,8,31,2,93,84,71,71
326,98,81,99,11,99,40,79,51,26,47,62,83,90,90,26,8,94,11,43,13
327,47,39,26,30,32,98,87,80,91,95,24,9,31,8,20,47,84,80,3,68
328,16,86,44,94,73,18,57,95,39,55,78,83,93,64,68,82,98,73,16,90
329,57,30,88,8,89,80,19,64,1,52,96,52,45,46,57,98,12,33,70,53
330,87,70,29,54,62,17,44,6,42,37,91,20,24,75,63,81,47,16,83,84
