JobID,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20
115,93,2,96,6,66,8,21,58,28,49,34,53,31,18,81,62,50,31,88,21
116,88,5,31,12,48,78,20,17,34,85,91,77,10,75,55,64,69,77,35,55
117,24,24,82,77,6,5,22,23,11,11,40,61,38,86,18,26,32,80,89,18
118,71,15,78,91,87,70,31,39,78,75,15,20,15,30,43,59,44,31,52,52
119,34,78,15,93,41,9,71,38,76,57,10,16,64,46,10,53,60,39,85,62
120,63,22,42,95,73,13,77,89,24,81,11,17,36,41,5,55,3,49,62,91
121,51,8,33,59,51,1,32,89,42,25,79,35,90,38,18,71,29,87,20,52
122,3,63,33,49,10,5,69,32,83,14,85,43,16,50,27,10,60,90,76,31
123,20,48,41,51,87,29,19,30,4,53,48,49,55,83,3,7,57,39,73,46
124,7,44,44,84,85,20,36,68,78,65,76,12,4,76,86,74,98,83,13,12
125,79,86,29,1,65,35,67,85,99,34,29,69,94,16,14,22,86,51,94,84
126,46,45,58,40,45,36,53,34,41,39,14,11,14,22,26,37,89,11,4,74
127,59,73,3,60,96,2,97,2,1,44,22,42,39,59,18,75,20,60,25,30
128,17,65,41,93,58,58,16,90,38,73,31,82,4,1,62,4,30,65,38,95
129,76,88,88,20,35,26,49,53,62,76,90,39,58,55,10,5,14,19,53,25
130,20,70,88,32,3,72,21,35,4,1,24,16,75,18,13,38,64,62,22,64
131,62,29,83,80,21,20,18,14,40,20,36,46,51,25,78,59,52,15,42,63
132,39,63,21,89,26,78,56,39,68,19,16,57,2,7,91,81,57,50,49,8
133,12,41,29,33,17,57,59,28,79,2,14,73,67,15,67,39,78,59,54,99
134,52,24,90,55,8,98,24,59,95,79,1,30,95,77,14,81,59,27,84,80
135,44,68,68,57,86,73,62,20,73,79,73,15,25,85,71,13,82,60,46,95
136,24,48,5,22,19,42,6,73,21,89,54,65,21,93,39,61,72,34,56,67
137,57,59,38,97,98,32,69,56,78,68,41,32,24,67,75,43,82,11,79,95
138,30,78,21,63,78,2,62,6,30,58,39,53,75,39,68,20,91,79,65,36
139,49,43,33,62,22,90,27,2,22,97,98,75,42,80,72,36,96,24,87,43
140,24,58,23,80,37,68,46,19,26,90,79,13,48,46,12,58,46,70,40,50
141,10,99,21,6,66,16,31,47,24,97,56,13,89,42,24,45,59,34,84,16
142,4,35,31,13,51,12,58,80,91,45,20,49,31,55,34,97,64,73,14,53
143,19,44,9,82,39,12,10,24,87,88,13,79,2,34,52,12,72,3,82,34
144,19,61,55,69,24,59,47,91,6,62,18,16,36,40,62,49,18,74,39,85
145,63,12,61,61,82,15,97,45,69,68,5,37,70,55,20,90,18,4,89,28
146,81,33,91,66,39,83,8,75,8,29,68,97,22,67,31,50,26,86,15,44
147,85,81,77,22,99,11,43,94,58,14,92,86,45,57,32,75,51,12,76,86
148,89,33,96,91,28,92,25,94,44,45,23,27,41,8,94,9,80,90,24,46
149,93,86,21,69,44,49,38,89,42,85,17,74,24,57,59,80,50,40,54,52
150,28,9,10,83,65,16,32,3,60,33,60,97,41,81,72,62,9,75,17,10
151,82,50,37,55,36,19,78,85,52,31,30,76,87,48,87,15,23,53,98,7
152,91,36,94,41,30,4,17,4,44,63,43,85,80,56,59,99,92,26,19,6
153,16,2,52,7,60,78,92,57,24,85,29,51,48,47,69,92,65,37,62,60
154,48,79,83,80,82,46,37,43,65,49,26,13,28,22,24,80,42,68,26,26
155,67,22,66,67,42,28,64,56,25,66,66,16,18,42,50,12,93,29,27,57
156,60,41,72,53,49,86,69,47,53,36,46,12,51,61,23,49,74,31,74,73
157,81,56,52,3,41,78,78,70,7,12,62,11,97,39,79,10,55,52,82,55
158,98,41,22,66,41,7,58,65,40,70,55,67,8,65,50,28,49,30,67,90
159,69,87,89,92,51,32,66,68,74,60,8,81,2,61,84,62,36,38,63,71
160,58,53,82,76,80,85,79,93,7,68,59,15,91,38,86,67,98,73,56,67
161,76,25,11,22,4,14,58,97,9,22,8,57,35,55,36,83,89,14,40,18
162,4,34,75,74,32,33,18,18,69,78,4,84,93,16,59,47,91,62,15,33
163,67,35,4,10,60,3,75,39,85,21,77,93,20,97,49,33,69,78,86,82
164,57,95,24,2,81,18,97,97,88,18,3,84,24,64,8,92,97,69,7,72
165,98,33,42,65,45,21,76,11,31,32,43,65,77,54,67,33,34,21,93,44
166,48,69,78,19,4,78,34,4,49,65,26,13,63,29,52,65,29,28,28,71
167,2,29,60,47,96,67,22,4,43,63,36,79,32,23,82,44,38,60,98,33
168,12,75,52,98,84,70,68,60,93,4,78,18,58,95,10,44,55,95,39,90
169,19,69,55,75,76,46,65,46,18,29,97,42,14,4,81,93,32,25,40,55
170,11,56,54,78,3,41,71,16,10,76,43,40,22,27,74,24,9,12,53,26
171,84,21,79,96,49,34,72,1,80,37,19,97,63,46,93,23,94,68,78,41
172,82,77,64,59,69,41,28,50,3,26,22,55,99,69,65,75,53,56,24,8
173,34,12,85,2,18,14,80,26,13,7,40,49,53,98,27,34,63,81,1,37
174,56,48,72,35,59,23,78,57,3,53,99,84,38,70,5,28,75,34,87,42
175,89,52,34,69,52,47,27,93,14,57,84,37,23,59,40,35,93,31,76,5
176,83,96,58,37,42,45,85,95,47,85,84,17,48,86,9,96,8,22,18,15
177,6,68,81,37,11,53,65,89,7,5,69,5,66,55,51,33,58,60,74,26
178,63,69,70,24,97,95,93,78,84,76,75,87,67,90,92,34,93,79,31,28
179,49,86,80,61,80,4,29,16,85,77,98,10,56,48,32,25,54,59,32,22
180,97,93,28,55,33,35,14,32,92,35,8,49,27,62,49,86,8,26,68,79
181,47,98,23,71,23,27,62,75,31,38,91,3,5,34,19,35,87,35,93,78
182,61,21,69,74,88,10,37,11,95,93,34,59,61,15,45,44,81,33,40,95
183,20,46,91,76,1,10,66,56,97,94,30,53,20,6,84,58,47,46,46,84
184,21,51,24,36,93,24,97,84,32,46,78,11,21,7,33,58,46,7,8,52
185,75,8,78,60,81,61,23,60,96,25,97,21,32,30,62,11,83,89,93,62
186,35,67,45,76,76,6,5,65,45,12,57,31,24,3,31,18,84,85,72,66
187,29,85,13,40,41,92,87,30,26,59,40,87,58,49,32,34,57,57,52,4
188,87,90,98,39,18,18,68,63,70,90,18,36,76,23,50,92,2,65,88,97
189,88,97,32,23,74,15,96,85,19,2,66,49,67,5,63,22,77,25,62,51
190,56,26,90,24,51,56,18,60,37,8,55,63,85,11,5,30,36,70,36,75
191,50,55,73,5,80,13,13,13,17,92,31,79,18,25,87,93,45,61,62,79
192,60,94,89,33,31,27,58,63,11,76,99,24,6,15,39,21,22,53,79,86
193,29,38,22,67,43,86,88,69,65,18,26,77,10,75,3,94,98,28,36,57
194,14,17,63,78,84,59,29,96,11,34,34,55,72,73,2,42,88,67,76,27
195,48,15,2,25,98,79,87,47,13,92,28,24,29,3,13,58,95,40,78,39
196,3,45,78,9,27,89,34,75,74,92,91,11,56,38,17,25,82,96,72,79
197,17,72,80,34,46,11,80,93,44,11,96,58,1,44,33,38,42,64,24,51
198,41,12,84,75,15,5,31,50,92,91,98,88,51,94,34,93,17,6,4,63
199,47,58,68,18,11,59,59,46,53,54,58,51,30,54,24,28,2,98,13,36
200,80,2,53,58,39,46,14,61,28,51,45,63,74,54,8,90,55,40,57,92
201,13,64,17,14,44,49,60,79,14,74,25,75,75,19,90,25,64,33,1,55
202,6,59,77,91,18,36,68,67,77,16,12,59,16,23,27,97,48,90,52,56
203,10,58,9,25,68,91,29,37,87,99,51,71,8,85,23,66,32,12,1,22
204,23,2,1,22,11,40,5,86,15,13,65,80,85,33,26,43,10,83,6,43
205,34,40,39,83,37,51,16,4,19,32,14,8,56,74,48,21,37,21,9,99
206,19,28,79,50,60,34,7,40,56,43,92,95,47,15,2,20,12,82,61,87
207,4,79,11,15,19,19,11,11,36,92,99,96,2,9,84,40,61,92,73,50
208,16,48,27,62,15,52,97,13,91,15,47,73,11,13,6,3,94,23,48,59
209,92,87,99,69,35,85,62,68,11,72,50,94,23,20,80,27,62,22,9,82
210,75,97,47,94,64,16,27,56,34,33,80,38,34,97,18,40,57,59,37,9
211,70,72,7,50,67,10,93,75,53,17,49,82,43,61,5,41,12,30,62,90
212,12,88,80,7,96,38,34,64,1,71,30,49,15,48,47,94,63,69,4,42
213,85,31,29,66,52,62,82,46,13,27,51,52,96,12,20,91,2,57,78,29
214,35,85,19,93,24,1,54,97,68,92,58,56,59,25,59,41,9,46,14,3
215,65,93,77,89,34,22,84,81,2,12,69,29,32,10,22,41,77,29,99,77
216,33,65,21,89,18,54,37,40,33,4,72,17,35,41,25,25,14,47,89,95
217,48,69,88,33,90,57,28,38,29,53,47,4,98,24,28,88,57,17,65,62
218,90,35,95,49,40,56,68,14,16,54,35,57,49,98,71,9,53,70,23,98
219,23,39,83,10,43,73,85,35,26,68,4,59,88,66,70,3,48,40,71,31
220,24,80,10,55,5,75,2,56,45,38,30,58,7,53,18,26,31,82,68,94
221,66,44,36,10,23,79,66,8,99,70,73,88,29,26,33,97,3,59,44,23
222,57,74,58,23,7,4,41,89,19,46,86,6,64,42,44,15,73,51,43,4
223,65,9,94,61,8,19,89,28,46,46,5,56,61,26,67,74,19,46,53,38
224,42,68,63,86,92,78,19,47,78,35,21,19,25,9,56,22,14,22,25,95
225,37,87,54,33,46,63,25,64,17,50,7,4,90,52,15,95,14,5,18,54
226,35,39,62,77,5,21,6,47,5,43,92,8,59,41,18,14,36,66,59,8
227,82,26,10,99,73,45,28,38,66,73,34,39,81,15,4,35,61,54,55,14
228,95,14,14,9,89,66,5,73,72,92,66,65,67,98,99,1,3,11,58,11
229,5,42,53,71,67,72,81,42,82,3,99,27,90,10,39,43,8,30,62,87
230,94,93,43,26,83,96,84,89,2,60,46,66,75,67,75,30,85,25,65,14
231,25,58,73,1,55,32,67,65,3,63,34,95,66,35,4,52,34,75,97,31
232,75,77,13,72,74,72,25,99,22,3,54,19,7,23,3,50,16,9,69,91
233,17,7,37,1,31,10,90,88,46,52,19,85,53,38,49,42,24,15,98,96
234,50,30,45,11,18,62,86,35,42,44,92,38,69,90,81,80,36,12,84,45
235,29,21,90,66,98,89,20,64,36,61,23,82,87,18,23,64,76,21,62,10
236,5,82,93,81,34,87,36,62,2,58,44,99,69,98,97,64,41,59,60,90
237,15,6,19,50,9,42,59,89,45,83,80,48,40,13,18,68,88,47,69,90
238,94,39,95,92,39,60,89,8,45,3,3,46,67,18,37,2,88,28,49,86
239,26,66,21,21,47,87,77,43,19,26,47,73,12,30,74,67,55,64,38,41
240,67,48,82,83,69,29,77,29,90,44,57,18,40,57,4,15,42,79,28,19
241,80,69,25,81,58,44,73,11,14,22,98,60,66,9,98,84,94,73,14,6
242,80,26,57,79,75,53,11,66,62,3,53,87,98,1,5,29,59,64,38,37
243,30,92,54,20,68,13,92,49,32,61,90,68,99,98,44,91,80,18,32,41
244,71,11,25,23,4,17,55,14,88,74,73,33,34,5,85,67,85,72,7,96
245,99,88,68,97,17,26,57,85,95,12,51,3,42,21,46,98,62,78,68,74
246,11,69,90,39,84,90,64,3,34,36,8,87,23,72,86,98,56,30,45,49
247,68,81,40,43,60,77,70,10,42,12,91,79,93,87,4,87,88,31,63,17
248,90,19,98,92,15,48,22,85,45,6,54,31,94,65,3,77,39,75,36,81
249,66,8,80,58,37,47,70,81,16,10,62,68,25,18,76,31,20,9,74,91
250,60,85,17,80,40,30,48,19,88,92,6,21,45,68,62,36,63,99,55,10
251,88,49,13,9,49,69,97,25,88,64,24,64,77,10,29,16,55,46,72,25
252,76,28,51,75,8,77,73,65,73,19,9,35,77,52,81,95,16,4,27,93
253,43,77,31,84,3,39,6,97,50,1,12,14,71,94,79,90,5,13,26,30
254,41,88,56,61,80,92,11,93,21,42,79,34,31,28,56,57,31,65,44,64
255,65,10,39,93,65,2,22,10,6,5,71,32,92,77,43,1,66,53,78,32
256,27,37,72,72,1,31,79,56,78,32,43,99,67,9,11,60,20,35,15,35
257,33,81,10,38,16,76,44,50,34,53,78,75,43,78,33,8,46,35,43,93
258,70,39,97,13,71,94,70,82,66,90,62,74,87,40,59,72,68,91,66,48
259,28,39,46,75,72,52,33,31,80,50,56,28,5,61,75,1,38,88,11,17
260,88,55,67,77,76,48,13,20,44,68,87,71,83,24,18,45,16,60,90,51
261,51,49,86,69,64,54,53,82,10,33,72,71,95,49,66,24,75,91,67,80
262,21,54,59,54,19,96,45,74,45,21,63,24,75,31,36,11,19,26,52,96
263,31,56,78,7,88,4,48,64,72,48,47,29,98,96,74,24,73,32,22,56
264,35,36,47,3,66,95,40,32,99,20,45,87,97,57,93,78,88,5,84,94
265,97,98,49,88,29,12,44,38,17,26,45,74,55,92,90,23,16,99,24,46
266,35,15,98,67,14,86,61,46,92,97,89,64,12,16,60,5,88,47,16,77
267,5,92,37,63,17,19,25,68,48,30,99,79,32,28,8,64,5,62,6,29
268,63,88,17,4,55,14,44,67,64,60,32,48,74,86,29,21,39,79,67,8
269,54,8,48,56,29,58,35,96,23,99,65,3,81,56,77,2,78,98,58,11
270,82,99,10,48,40,22,93,63,11,82,4,89,89,8,76,73,14,6,42,14
271,18,20,22,24,93,93,68,80,51,69,83,40,9,2,33,82,69,83,98,69
272,58,68,35,84,87,75,27,67,67,45,38,51,57,84,31,68,77,58,83,80
273,10,90,56,40,3,69,90,82,45,76,73,27,31,17,88,7,96,14,7,77
274,2,28,75,77,47,62,98,21,94,37,39,22,60,16,83,66,53,14,76,11
275,3,17,95,43,92,41,23,83,71,11,47,89,44,24,65,57,65,6,29,37
276,31,66,69,36,37,38,38,15,45,12,16,14,15,3,64,60,48,99,82,47
277,35,29,95,99,83,89,15,69,39,38,94,81,97,96,1,2,93,83,46,34
278,42,96,96,21,38,9,46,97,17,77,2,58,40,38,98,23,54,93,12,45
279,13,55,15,11,91,24,57,24,17,57,41,38,58,36,18,30,81,17,35,4
280,33,34,12,61,18,41,21,40,46,68,29,95,35,59,37,24,83,40,49,88
281,40,69,47,32,32,29,91,37,61,14,76,12,48,17,58,62,76,12,86,85
282,17,13,6,77,86,41,8,90,12,58,18,13,68,32,68,78,76,80,98,69
283,12,30,99,85,32,41,63,35,69,64,45,62,12,80,31,46,41,53,6,25
284,76,38,88,10,34,75,37,61,59,95,67,9,53,65,54,60,7,23,85,76
285,46,27,79,64,36,6,60,98,79,50,83,22,86,18,66,64,14,86,49,39
286,41,89,78,93,79,16,24,17,67,17,65,12,42,83,26,80,6,64,70,51
287,93,11,49,25,2,4,76,62,11,14,59,2,78,82,60,67,13,73,23,85
288,22,14,57,74,22,83,98,60,14,77,64,66,25,26,24,61,96,99,41,45
289,12,85,35,28,88,26,45,27,63,53,73,25,69,61,80,52,80,13,13,23
290,16,49,10,4,76,78,1,60,63,42,88,99,7,86,2,90,56,73,95,2
291,83,56,37,67,81,41,9,37,65,40,47,71,46,96,98,9,48,83,34,5
292,85,12,19,48,5,79,84,21,15,8,53,98,82,39,2,82,58,81,58,22
293,96,94,28,24,63,47,58,16,35,79,24,30,61,74,49,72,79,31,14,24
294,24,92,19,79,62,38,76,57,98,91,55,29,96,18,69,19,32,38,3,24
295,35,53,85,30,41,52,41,64,81,33,5,73,49,15,34,20,59,78,64,62
296,94,44,16,48,83,95,65,15,60,61,95,54,44,61,94,59,43,56,32,3
297,16,99,65,4,40,98,82,3,49,18,43,50,89,97,20,85,80,14,22,37
298,88,45,33,86,90,86,18,34,96,28,69,75,5,72,92,14,38,36,99,47
299,33,62,78,65,79,88,3,19,98,87,13,15,94,18,88,81,33,22,89,7
300,12,89,93,25,22,80,68,16,73,39,72,91,62,45,57,82,73,85,21,23
301,21,87,96,22,35,12,35,38,76,86,42,88,44,98,67,34,77,21,31,66
302,21,65,93,42,31,27,74,66,28,82,40,16,26,2,95,72,74,61,95,39
303,86,14,62,61,31,14,97,91,75,12,65,53,47,97,46,62,69,93,81,32
304,83,58,36,26,97,47,31,57,35,22,26,51,58,53,89,95,20,14,35,73
305,41,97,53,17,66,1,98,9,19,57,35,43,70,97,78,32,38,81,38,81
306,60,89,8,82,87,17,38,49,21,97,73,74,86,64,54,77,4,3,29,33
307,1,58,89,44,25,93,12,65,23,46,75,42,93,95,62,4,98,74,54,26
308,73,35,54,60,68,7,6,94,84,25,89,73,27,10,88,82,87,31,70,82
309,26,45,65,33,14,6,55,30,61,16,36,25,36,19,85,64,34,63,86,27
310,90,97,99,92,99,82,97,31,23,26,71,70,85,6,79,15,56,72,82,52
311,80,92,9,50,80,7,11,24,92,91,17,78,35,3,96,31,82,25,75,95
312,79,39,80,34,57,4,67,95,73,73,31,49,53,61,68,2,99,58,52,95
313,11,95,23,52,76,25,8,35,91,15,16,15,22,65,25,40,26,26,70,79
314,97,45,16,3,51,43,37,49,34,31,50,78,15,28,32,17,53,69,56,2
315,91,87,39,41,81,7,10,35,24,32,43,77,81,30,51,53,49,38,45,68
316,5,33,94,67,6,98,3,97,16,76,61,71,21,1,7,33,71,94,5,46
317,82,95,62,69,54,22,89,81,44,47,55,33,51,75,19,41,93,45,98,41
318,72,32,46,38,51,61,24,24,41,32,40,17,95,87,73,5,34,88,90,16
319,25,38,3,24,85,87,96,41,47,53,29,58,9,32,43,3,16,44,28,85
320,95,9,65,22,78,20,65,28,73,3,12,25,95,67,54,6,16,52,48,53
321,73,22,36,93,27,93,2,74,69,45,17,89,31,15,39,78,76,71,23,74
322,17,89,93,6,43,66,64,25,37,61,81,92,39,64,11,68,15,77,74,46
323,22,48,28,91,63,91,94,17,96,93,76,19,13,23,66,49,31,77,33,76
324,28,16,56,42,59,6,42,73,52,22,66,37,66,71,67,42,51,74,62,72
325,25,71,4,91,76,18,8,85,90,19,58,82,54,78,49,62,25,12,70,15
326,91,11,66,86,76,45,3,1,10,94,96,42,38,68,18,12,19,33,5,31
327,24,42,70,74,30,10,80,8,91,9,3,66,26,21,45,94,59,60,47,21
328,71,55,76,73,47,98,89,33,70,21,7,1,22,7,58,85,32,29,83,22
329,86,74,45,27,9,50,1,48,41,85,34,29,60,2,56,72,59,85,96,2
330,65,34,3,85,44,58,13,58,79,84,93,98,66,77,92,86,79,32,63,80
