JobID,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20
42,99,62,72,38,41,50,96,53,36,18,26,14,48,44,99,86,43,15,57,33
43,87,77,38,41,12,84,90,92,49,98,48,72,25,51,80,77,94,16,59,91
44,43,43,61,50,2,10,89,25,33,91,21,70,12,63,36,50,83,22,21,99
45,13,19,8,26,60,63,86,32,35,72,92,72,28,94,35,26,90,65,46,94
46,43,82,80,36,98,29,52,44,85,32,81,78,28,54,7,34,74,88,57,51
47,2,24,76,28,51,76,55,36,98,52,56,26,36,23,88,17,9,65,24,42
48,35,12,98,85,44,87,59,76,41,52,56,38,56,54,85,92,23,18,59,48
49,3,79,81,29,87,20,96,98,20,99,70,13,21,41,88,37,52,39,18,4
50,10,62,85,30,91,49,83,42,56,72,72,3,44,33,29,44,82,8,43,42
51,60,98,21,99,76,22,13,26,66,78,74,73,22,48,18,91,68,18,54,44
52,20,40,30,78,23,35,54,98,30,89,60,7,49,54,46,42,57,29,51,3
53,56,85,71,91,71,37,94,90,76,61,94,24,82,24,75,65,21,4,37,87
54,42,24,5,18,89,87,57,3,25,95,59,18,32,84,45,51,1,20,84,30
55,51,26,17,51,2,4,48,57,48,80,51,68,88,21,3,86,92,82,56,26
56,44,74,69,58,44,15,86,3,30,60,62,97,87,31,21,11,61,18,73,8
57,5,80,81,9,63,47,1,2,61,41,48,28,76,39,36,31,22,84,47,49
58,66,11,23,97,48,71,46,57,40,26,40,9,55,88,12,20,45,10,8,70
59,92,88,84,54,5,66,38,51,12,21,58,36,23,5,39,26,53,49,50,15
60,9,58,91,38,86,36,16,80,57,77,67,86,37,57,77,90,34,61,47,22
61,55,11,81,56,4,22,83,38,31,42,94,47,70,4,61,98,6,80,73,68
62,39,22,57,42,2,84,27,37,42,16,99,58,58,60,85,61,66,15,95,10
63,94,51,86,91,40,97,21,84,36,55,44,87,80,88,2,6,68,83,60,71
64,56,60,82,91,45,26,63,80,54,93,5,41,7,54,23,4,41,53,74,69
65,94,68,9,25,16,72,68,38,50,33,30,43,28,36,9,61,59,53,72,26
66,74,83,61,32,12,30,33,53,84,42,89,14,70,51,56,31,91,74,16,24
67,28,60,11,65,14,23,47,76,46,79,79,25,2,26,36,57,38,11,81,42
68,45,83,47,14,26,1,36,48,62,50,50,24,13,30,70,52,87,98,27,54
69,19,82,91,76,98,47,76,75,68,87,3,40,17,71,50,81,44,24,72,9
70,71,22,25,15,40,49,9,60,22,95,85,16,93,80,65,43,39,98,94,55
71,45,83,3,80,22,19,4,54,13,13,24,3,41,85,71,29,69,80,87,61
72,74,25,84,10,31,14,3,32,46,69,62,59,23,42,53,78,22,83,78,37
73,30,12,9,53,47,6,30,58,2,39,86,97,56,44,51,75,20,47,22,14
74,92,49,46,55,9,60,86,51,54,61,54,46,75,87,83,67,35,64,59,3
75,24,52,19,69,12,14,88,21,14,17,70,74,33,34,90,45,98,55,30,71
76,62,27,67,49,30,84,20,13,16,58,2,70,54,65,83,24,84,64,49,31
77,39,13,96,31,80,72,63,57,23,85,55,66,70,31,13,88,91,33,79,99
78,9,29,42,94,64,17,67,60,21,89,5,51,64,63,78,6,54,76,9,1
79,82,25,78,53,29,64,74,7,55,57,42,15,91,84,12,38,24,46,36,54
80,78,71,69,88,82,60,69,42,36,50,15,4,43,8,69,65,57,27,32,21
81,12,68,20,77,98,4,71,95,95,67,39,21,26,96,10,40,29,74,24,64
82,96,74,11,28,84,67,28,58,58,9,31,74,41,86,84,36,35,61,22,86
83,59,94,14,64,6,75,98,19,56,74,73,80,95,3,19,72,11,51,53,76
84,46,26,34,71,17,10,11,22,80,54,47,53,17,12,58,63,54,40,27,74
85,32,84,52,65,28,55,50,75,9,44,87,83,51,92,39,53,22,24,88,99
86,64,63,36,25,50,35,91,87,27,55,73,17,83,98,86,16,26,30,65,65
87,76,72,46,86,53,11,81,21,78,49,97,25,49,86,94,18,74,3,11,54
88,46,19,28,7,16,79,70,64,55,83,83,50,33,95,7,67,84,32,60,87
89,90,64,10,63,49,4,58,11,10,97,68,33,47,59,88,97,98,45,42,26
90,59,19,84,54,94,86,47,10,69,26,56,29,82,94,27,49,90,13,6,55
91,16,58,13,77,46,93,61,43,15,78,82,56,61,54,4,53,68,29,44,98
92,13,23,4,44,67,66,53,87,46,55,40,97,22,36,33,72,4,25,70,49
93,35,71,38,92,96,30,96,77,58,40,79,90,24,92,70,81,1,4,59,50
94,66,79,20,32,96,90,83,17,35,79,85,86,83,14,6,86,41,42,97,27
95,6,35,83,84,44,5,8,58,18,2,57,28,26,21,3,85,64,60,78,84
96,55,80,84,25,53,92,73,70,77,3,58,17,26,39,4,27,78,34,25,14
97,56,41,89,26,20,17,40,5,64,21,13,12,16,80,81,52,85,50,59,72
98,93,89,86,23,32,92,25,36,78,77,29,61,2,63,68,67,12,36,25,17
99,88,55,83,52,32,12,46,87,33,47,66,43,58,5,45,55,11,32,3,4
100,53,61,29,77,53,31,23,55,69,73,17,10,11,36,65,12,71,21,97,79
101,72,67,73,32,42,51,43,50,94,10,96,70,67,16,59,95,69,45,78,36
102,93,24,17,40,61,60,49,58,21,57,20,65,58,70,65,21,44,45,89,59
103,40,67,91,70,85,6,59,79,7,51,30,12,98,46,27,70,10,58,17,19
104,64,11,25,45,4,86,13,47,10,92,38,89,87,98,17,91,77,11,20,26
105,9,42,98,90,96,86,45,37,1,37,81,40,96,57,99,54,74,82,13,53
106,22,72,73,33,47,84,3,21,54,75,75,27,62,6,26,87,55,68,6,36
107,25,84,62,65,66,24,67,24,45,17,47,89,1,71,74,93,12,84,53,94
108,65,79,73,2,76,37,92,21,90,19,40,83,14,80,66,86,14,77,21,13
109,47,53,67,73,32,50,87,77,9,41,69,62,89,25,3,4,82,64,82,15
110,10,89,95,54,31,57,7,77,41,28,22,83,53,72,92,80,36,98,96,14
111,78,70,59,25,86,63,94,39,61,20,95,30,67,56,81,31,28,71,67,25
112,91,60,66,86,64,72,33,35,54,33,37,31,36,14,9,81,95,12,78,49
113,9,35,84,62,19,67,32,94,58,14,89,60,57,27,53,92,87,87,68,85
114,60,84,85,27,9,80,92,97,86,16,37,92,75,90,96,28,88,83,78,70
115,10,64,53,60,52,26,71,70,64,3,75,42,48,29,79,97,90,84,14,74
116,72,84,28,51,55,30,10,86,18,30,18,52,13,19,79,39,91,63,65,70
117,3,1,89,11,20,5,85,40,82,6,13,93,89,9,71,32,19,20,32,19
118,99,71,68,89,6,50,73,94,13,88,36,64,72,99,45,45,46,54,57,55
119,21,32,88,12,39,2,95,78,77,57,87,47,31,60,84,91,78,32,4,28
120,54,36,94,58,75,71,40,1,77,60,72,13,32,93,27,76,63,66,61,10
121,24,11,54,5,24,1,64,2,46,67,82,8,96,99,52,1,89,3,7,46
122,2,19,7,52,37,94,58,45,50,61,50,61,65,81,39,71,67,23,59,65
123,78,45,20,76,77,31,74,79,52,83,43,33,42,58,95,98,63,84,72,29
124,4,91,16,5,3,76,44,78,29,57,43,56,38,54,77,95,41,93,98,64
125,8,83,91,25,86,75,12,57,18,23,47,20,95,61,90,3,19,79,41,91
126,52,69,37,94,44,44,61,56,85,6,44,77,62,52,2,63,11,32,23,20
127,35,14,10,19,17,70,26,24,16,1,62,35,19,67,87,91,79,98,21,51
128,98,83,65,69,97,55,49,15,72,47,58,24,41,38,13,37,30,36,14,18
129,45,56,26,49,33,45,79,35,27,40,5,27,9,37,77,26,54,90,72,21
130,31,47,31,11,47,12,19,39,35,57,73,86,64,61,7,78,67,19,77,26
131,97,74,47,15,58,97,40,78,35,26,87,76,42,16,21,10,57,87,89,24
132,24,21,30,49,23,38,31,14,53,46,46,76,53,77,7,41,58,54,74,47
133,43,1,9,6,86,30,73,58,34,99,22,5,7,39,65,70,77,15,58,6
134,13,25,79,21,50,52,11,82,50,38,27,46,23,98,62,24,2,18,10,10
135,6,71,88,27,54,53,83,20,20,95,38,84,46,91,45,29,83,71,32,83
136,74,63,35,53,53,4,93,90,61,89,43,93,14,85,90,93,7,49,54,39
137,42,72,36,2,18,67,23,95,21,67,83,93,14,62,26,67,44,25,8,94
138,71,48,46,85,5,3,87,52,80,61,7,30,7,28,58,85,89,5,67,34
139,65,28,22,72,48,32,76,88,90,81,1,81,13,98,87,73,45,62,30,3
140,65,58,34,78,68,44,45,68,28,52,74,31,7,13,11,30,7,71,41,36
141,14,36,56,9,53,72,80,9,84,83,50,50,60,92,29,94,26,97,79,80
142,48,88,96,8,75,42,96,41,32,3,15,22,22,14,54,2,19,53,67,94
143,5,51,71,42,8,90,8,2,57,21,82,27,87,96,71,83,33,49,7,64
144,21,91,34,53,24,33,19,58,98,40,61,22,19,62,28,48,15,10,94,66
145,22,30,28,81,72,20,54,46,28,95,83,31,27,68,1,3,30,82,84,18
146,67,78,89,65,81,81,88,76,31,53,35,98,36,53,90,67,26,40,32,97
147,29,25,85,62,12,75,49,80,87,82,69,56,93,55,26,49,41,73,49,48
148,64,17,19,99,7,45,32,50,69,10,65,6,87,77,17,19,69,2,66,15
149,45,92,81,59,82,36,60,8,57,87,26,9,10,16,36,1,33,43,80,39
150,81,26,36,29,41,47,88,46,99,68,91,54,63,42,86,92,67,11,78,68
151,86,35,54,48,48,96,29,99,89,24,14,8,29,31,59,30,44,8,92,51
152,78,32,7,85,21,76,9,9,69,66,30,44,47,11,30,84,58,65,95,86
153,95,67,39,68,23,64,84,66,67,19,89,70,50,54,83,28,44,94,79,92
154,17,68,49,32,23,88,74,16,40,49,57,6,30,58,72,43,97,59,20,38
155,5,12,72,28,62,59,69,24,84,10,91,29,61,22,78,96,29,62,24,52
156,47,88,37,13,10,15,65,47,39,2,52,52,27,36,36,99,45,74,39,60
157,16,54,18,46,76,7,8,69,11,91,35,91,52,66,57,10,54,13,6,9
158,37,85,14,72,61,28,15,56,82,58,2,20,60,37,75,72,87,96,20,72
159,89,2,32,23,45,6,16,51,33,63,42,40,79,31,24,49,20,63,59,35
160,33,1,6,18,82,45,39,1,80,15,2,42,65,5,86,97,12,19,3,91
161,29,57,27,21,45,14,50,94,29,36,65,88,78,78,99,83,8,96,65,75
162,65,60,26,46,35,18,91,31,87,45,62,3,84,77,41,25,42,83,57,95
163,47,65,22,71,27,83,39,72,65,73,66,61,2,52,54,23,68,6,77,67
164,54,93,59,27,94,7,72,25,48,32,48,92,23,76,21,44,43,20,79,62
165,9,14,98,9,20,6,39,41,5,43,43,32,98,35,55,57,29,49,39,62
166,6,2,43,63,56,94,46,2,41,44,34,82,67,12,65,6,68,59,34,18
167,87,94,25,20,80,61,5,5,94,21,19,78,25,28,58,67,70,9,23,5
168,17,69,24,86,97,43,20,16,90,9,22,8,85,90,35,68,50,97,44,43
169,77,55,63,59,6,83,55,16,19,24,99,55,73,34,26,72,13,60,43,85
170,97,64,91,43,98,82,64,7,28,92,20,52,47,40,6,15,3,84,79,62
171,96,98,5,16,41,98,76,14,26,86,43,30,77,91,10,8,32,70,29,65
172,72,40,49,33,89,45,2,41,91,51,26,94,38,12,94,16,86,10,1,71
173,18,53,8,82,99,78,41,17,38,28,30,53,31,77,24,5,12,82,40,62
174,49,32,47,93,55,73,59,68,90,76,55,62,37,73,81,82,88,35,85,53
175,53,50,73,5,29,32,66,47,62,33,77,44,25,73,56,46,66,27,15,14
176,57,28,73,84,74,18,86,65,10,27,52,34,52,35,75,39,78,84,29,10
177,92,91,50,29,91,2,46,91,82,88,67,71,12,98,1,81,69,54,76,59
178,85,97,10,76,33,37,36,69,93,89,46,43,13,63,63,41,12,7,10,64
179,4,79,68,23,46,17,83,65,4,78,6,81,26,32,4,88,36,38,94,7
180,62,35,90,45,6,5,97,98,54,27,74,83,92,40,61,61,18,91,4,72
181,2,6,10,22,91,31,25,8,92,16,21,29,54,87,37,3,86,23,30,8
182,80,28,43,61,86,9,36,38,77,37,31,28,68,98,53,31,76,16,35,53
183,27,3,78,54,3,23,89,16,77,61,18,90,28,89,65,41,50,76,8,8
184,56,1,4,92,71,2,63,67,34,13,77,93,52,41,9,8,54,88,76,72
185,54,25,3,25,15,70,14,65,3,72,56,47,18,37,8,17,43,5,79,11
186,67,75,38,77,54,79,58,4,73,42,5,52,9,41,57,87,45,90,31,48
187,38,25,67,50,48,97,19,22,28,8,51,91,20,64,12,77,14,44,99,94
188,63,18,3,4,12,93,72,66,98,55,65,97,77,36,37,88,3,73,73,36
189,3,45,9,78,95,25,74,70,70,25,71,21,93,32,23,47,59,65,90,70
190,9,76,70,44,22,44,53,8,85,84,20,95,19,78,13,84,59,81,42,50
191,99,39,5,7,15,76,94,35,62,75,89,95,27,68,43,95,89,92,24,12
192,99,97,81,3,92,75,68,44,56,53,68,71,26,37,67,3,4,3,66,70
193,47,80,36,10,25,84,7,16,1,56,23,95,90,11,45,97,12,42,26,99
194,38,89,48,24,11,18,44,3,4,42,6,70,98,98,29,38,74,45,9,31
195,2,61,89,11,73,46,62,24,98,11,10,64,67,64,97,76,88,97,2,34
196,8,75,97,58,73,61,33,92,65,75,37,52,84,69,66,59,18,7,59,44
197,53,6,85,83,44,52,24,86,56,23,55,12,51,72,75,67,64,43,84,88
198,96,2,79,2,86,22,84,41,9,97,99,55,37,22,75,79,83,78,7,81
199,64,3,62,10,62,66,33,96,54,82,64,92,65,90,43,40,53,3,49,39
200,12,40,70,37,46,53,63,4,63,32,65,98,52,16,36,76,37,79,84,8
201,42,97,3,96,47,61,16,74,61,2,15,64,85,56,17,89,90,45,40,80
202,7,10,97,53,59,25,78,15,41,55,48,72,28,6,36,39,92,9,93,12
203,14,2,85,87,79,99,24,92,9,47,10,4,21,1,2,6,53,4,54,45
204,38,42,61,95,75,88,67,42,44,5,42,84,79,27,89,2,38,78,81,72
205,6,96,79,67,50,66,24,85,10,36,95,9,96,12,98,80,41,69,13,2
206,65,13,14,64,59,21,54,32,77,72,69,8,71,77,36,99,73,30,92,52
207,52,29,5,90,99,5,48,49,15,85,24,96,90,85,42,88,83,41,74,95
208,6,75,28,72,84,88,93,53,7,83,88,37,85,37,51,81,75,8,13,11
209,51,84,18,90,13,71,64,16,86,24,56,78,29,76,38,61,36,18,55,9
210,18,92,7,98,14,45,21,19,39,58,66,72,74,95,22,63,50,16,16,77
211,82,20,3,25,85,47,58,9,37,29,27,80,21,12,52,34,23,31,48,61
212,68,57,70,78,74,51,80,27,1,21,12,17,74,67,55,7,9,7,2,6
213,13,27,32,12,97,76,97,92,18,56,86,57,99,53,60,63,62,54,71,48
214,48,61,32,21,5,74,9,90,14,40,49,44,12,65,8,61,4,5,82,20
215,93,82,11,38,16,60,88,11,8,60,63,47,32,67,4,88,26,94,77,94
216,52,27,38,40,53,51,90,87,16,93,20,48,56,32,47,48,3,26,43,59
217,77,14,65,98,1,4,42,50,59,17,61,20,41,62,41,82,61,51,29,33
218,17,75,24,63,90,60,67,24,34,51,76,97,88,75,5,15,77,75,52,26
219,21,77,25,68,16,37,99,44,23,74,27,94,95,66,75,59,66,41,29,85
220,35,86,87,53,90,81,17,6,35,71,72,74,38,22,16,37,94,25,65,86
221,14,66,13,18,88,25,65,73,27,87,8,91,91,2,45,81,90,95,97,14
222,11,23,58,27,87,7,31,79,5,60,98,7,12,51,66,55,16,6,90,79
223,58,60,50,5,39,88,54,37,3,61,35,67,70,82,61,56,77,41,62,5
224,70,3,23,87,84,5,18,42,74,48,49,59,28,36,74,65,50,40,50,24
225,87,18,60,92,42,5,62,10,8,92,12,41,44,92,60,45,49,9,1,74
226,68,98,60,19,68,75,39,18,57,49,71,46,98,17,54,94,7,26,87,49
227,15,77,58,20,49,26,54,39,71,4,65,15,76,29,46,31,16,52,58,54
228,75,66,76,67,59,49,41,52,10,42,98,23,99,79,34,39,86,26,72,27
229,14,71,67,67,11,94,55,66,3,46,92,90,61,75,86,39,53,12,8,84
230,8,40,63,71,45,41,24,91,92,77,1,92,54,43,10,70,79,29,32,14
231,36,31,13,88,21,77,19,35,5,94,63,77,51,84,46,14,92,53,94,22
232,21,17,79,15,88,39,21,39,24,6,85,25,59,14,1,81,8,87,18,12
233,3,78,75,4,2,7,76,4,8,5,20,47,75,58,11,86,97,52,9,93
234,5,59,79,42,26,15,11,12,10,20,65,29,40,29,11,76,50,17,99,10
235,30,67,26,45,67,13,70,43,45,59,6,25,19,92,77,74,76,37,55,7
236,82,88,67,25,59,89,45,85,22,9,36,61,66,15,3,86,95,83,1,9
237,70,81,16,67,43,93,30,95,45,65,95,25,37,65,28,73,79,52,32,6
238,63,97,96,63,59,77,3,98,41,53,54,54,68,15,34,95,36,62,4,59
239,74,7,99,89,53,9,80,48,63,10,10,50,74,7,25,2,86,8,89,38
240,79,70,18,85,18,15,66,37,2,69,6,19,22,14,61,63,21,57,1,11
241,37,77,68,83,78,41,17,95,91,80,12,64,30,20,99,86,23,31,97,14
242,34,58,20,21,94,17,96,22,46,66,59,65,4,20,98,20,98,64,35,82
243,49,11,42,86,37,27,21,84,90,36,82,12,13,93,50,39,25,34,38,77
244,35,58,80,70,46,80,10,88,60,81,66,24,30,45,64,13,81,89,92,83
245,79,65,54,89,84,53,79,40,95,62,86,87,62,24,53,65,41,90,47,32
246,12,55,32,59,74,26,77,19,87,71,38,62,75,69,14,79,94,72,53,96
247,53,91,85,74,54,44,97,38,37,18,77,31,42,36,19,84,4,98,34,41
248,27,93,50,33,46,14,52,35,80,69,56,12,23,3,1,70,15,42,52,66
249,5,42,92,38,18,23,30,55,93,51,52,84,82,37,84,92,61,29,85,93
250,60,84,9,60,96,16,66,94,58,42,68,91,96,53,24,7,28,76,80,70
251,88,55,77,92,97,87,17,77,2,82,59,95,56,48,4,49,87,81,96,68
252,99,1,41,47,75,43,89,97,58,19,14,46,47,65,79,74,1,83,90,42
253,70,91,1,65,48,29,53,15,69,47,43,37,24,80,9,63,17,14,29,76
254,10,60,72,81,81,2,70,93,95,46,18,56,45,58,38,54,92,35,59,17
255,23,15,48,6,4,82,62,15,90,94,96,28,45,75,30,83,5,29,85,25
256,59,86,89,93,1,79,36,14,38,66,19,58,27,17,87,9,50,96,99,63
257,64,69,12,29,18,53,70,91,85,28,38,24,62,90,22,5,49,32,22,98
258,49,97,16,96,19,43,96,35,54,67,55,13,33,14,25,31,5,9,62,19
259,44,68,66,51,9,32,7,71,86,44,66,87,94,79,65,9,35,9,27,79
260,18,11,83,1,14,30,17,52,23,4,75,70,50,43,79,25,31,58,9,38
261,68,39,41,18,45,47,78,72,69,52,82,6,76,47,28,28,14,59,69,42
262,12,77,94,15,90,47,76,12,5,76,78,55,81,52,4,74,5,57,67,37
263,23,47,9,20,71,6,6,96,35,53,85,48,64,57,10,67,2,21,73,85
264,59,91,65,69,23,46,99,2,71,30,68,34,85,92,3,17,44,73,64,44
265,35,64,2,28,36,58,60,63,77,77,2,34,43,71,43,3,56,39,16,61
266,14,84,79,89,99,51,58,75,19,66,73,18,60,83,66,21,68,90,24,74
267,82,17,96,65,77,81,14,82,98,56,7,73,24,14,15,89,60,63,47,80
268,55,54,24,8,68,80,55,36,83,77,61,39,18,74,98,34,4,48,74,42
269,16,74,2,73,10,31,67,23,63,44,19,54,40,40,42,55,7,6,72,6
270,87,94,71,70,64,60,52,35,83,92,94,3,4,48,26,97,85,57,52,65
271,23,62,70,55,14,49,40,53,33,10,70,16,51,35,64,21,37,70,13,83
272,20,20,13,1,1,76,40,2,95,5,46,62,60,46,63,65,86,63,80,8
273,83,69,66,76,21,19,66,47,64,56,81,67,1,31,24,69,55,41,91,78
274,32,16,76,1,14,75,28,57,45,15,79,60,45,17,46,65,56,26,14,55
275,74,20,81,4,36,47,56,81,93,71,40,56,58,86,69,95,37,47,26,62
276,53,79,23,77,76,55,96,3,34,70,11,87,5,2,35,52,64,84,37,98
277,57,79,27,57,74,44,13,20,99,51,27,55,99,71,97,73,59,97,10,38
278,99,60,69,41,58,5,84,33,7,21,77,61,63,71,73,52,36,79,64,38
279,85,74,73,62,80,96,10,90,80,79,50,87,44,58,94,60,29,71,58,35
280,13,18,37,91,75,70,88,11,32,14,13,27,81,25,69,72,96,5,9,7
281,39,54,44,50,58,14,79,99,47,50,94,69,52,2,89,60,4,96,86,58
282,97,7,75,23,54,45,56,75,97,11,43,8,85,60,37,6,42,78,94,22
283,14,15,80,56,65,54,23,77,75,12,75,18,63,10,49,89,59,41,15,83
284,52,91,7,51,83,14,94,83,74,88,69,80,22,77,44,60,91,99,8,6
285,64,89,52,17,84,13,12,17,17,76,69,40,32,12,49,2,54,14,59,74
286,28,1,7,4,89,34,45,53,27,39,10,25,53,24,41,12,65,90,98,37
287,53,68,8,81,84,12,43,22,19,75,90,25,49,62,43,49,75,53,9,86
288,62,72,78,48,76,88,14,85,36,73,12,67,56,60,11,11,98,62,45,1
289,94,21,63,81,61,22,40,1,54,98,67,85,43,90,23,52,65,10,76,52
290,33,18,52,4,36,41,99,14,8,59,71,11,59,14,73,67,6,49,52,21
291,68,50,73,2,36,24,68,71,88,54,56,26,82,79,85,85,73,54,65,92
292,86,30,39,39,9,52,29,69,61,21,56,64,94,86,29,17,23,10,64,62
293,71,5,28,68,67,19,97,9,72,22,41,36,97,24,74,11,28,94,1,56
294,1,1,56,12,15,10,93,71,27,54,15,66,35,23,54,69,41,98,86,4
295,25,62,51,63,24,97,98,17,69,17,32,34,30,87,35,19,24,28,41,9
296,72,67,69,73,16,72,29,84,77,79,12,43,82,46,79,32,38,46,96,65
297,53,82,16,38,88,98,40,18,92,56,89,96,40,15,79,29,29,37,45,63
298,19,87,79,88,1,72,38,79,79,62,47,12,55,27,29,77,93,31,38,3
299,54,59,46,37,20,85,92,82,65,15,5,64,31,11,92,39,17,12,60,91
300,42,9,8,47,81,69,20,93,15,94,42,96,86,98,55,38,52,68,87,36
301,46,35,83,22,60,50,87,97,54,66,99,42,80,84,57,33,49,3,43,24
302,54,79,54,34,33,8,27,67,6,73,87,30,10,54,9,73,93,8,62,23
303,23,86,24,55,96,98,40,32,52,40,13,51,9,66,88,64,64,95,50,5
304,78,71,51,33,60,32,29,94,20,40,64,29,8,50,14,11,45,32,78,83
305,80,38,47,94,70,40,90,22,38,79,23,62,78,12,3,31,78,90,98,62
306,37,51,62,5,4,61,6,38,57,48,67,28,6,58,65,90,68,33,51,20
307,69,76,13,19,15,55,73,59,56,20,71,83,62,49,44,9,73,51,99,84
308,4,82,25,31,54,47,81,25,20,60,67,54,50,19,79,85,17,88,76,80
309,15,51,69,59,4,60,91,16,85,84,48,28,61,43,22,42,12,8,16,75
310,15,56,99,63,21,14,3,90,44,39,69,32,65,16,70,16,27,55,60,6
311,28,34,9,3,1,33,91,44,72,31,10,77,14,39,46,79,49,62,11,86
312,24,64,7,43,79,73,24,15,2,81,80,23,42,34,81,75,10,73,47,46
313,52,7,88,60,38,11,2,17,85,7,32,98,36,85,44,41,27,55,23,82
314,64,12,37,14,16,53,75,16,15,96,14,13,28,18,61,68,20,84,31,36
315,21,68,20,16,67,95,50,74,1,64,13,26,50,5,34,60,93,23,84,11
316,90,58,34,92,81,35,16,9,51,46,26,30,88,13,81,69,81,53,50,57
317,66,24,9,2,45,25,1,72,94,77,72,17,57,91,13,11,12,87,18,49
318,24,44,21,91,49,2,44,66,34,15,22,2,71,61,63,25,92,18,55,30
319,39,31,82,76,73,74,15,36,69,65,17,90,72,30,52,89,47,17,31,46
320,15,38,8,1,8,57,60,75,67,11,98,8,58,36,25,48,61,80,23,22
321,18,34,84,43,56,80,22,85,26,47,94,53,44,32,61,60,15,83,70,59
322,43,54,19,16,34,73,56,51,57,32,18,4,80,2,33,88,14,7,10,26
323,90,39,67,8,6,3,80,46,6,99,1,43,65,67,40,10,64,31,92,6
324,15,99,57,46,66,3,1,22,1,60,99,17,51,12,88,44,55,8,54,90
325,72,30,24,94,18,57,86,76,1,11,24,77,13,87,76,75,80,36,70,66
326,60,1,11,94,18,76,95,18,82,46,51,22,22,10,21,11,44,26,50,25
327,65,74,55,59,31,7,49,32,91,5,43,14,94,17,70,45,34,1,98,37
328,20,98,65,47,89,38,13,87,60,99,97,61,46,92,61,18,21,11,27,45
329,43,92,92,86,2,27,40,54,93,41,22,70,55,17,90,15,10,68,21,52
330,40,46,78,8,17,77,89,8,67,3,59,6,85,76,49,84,68,26,69,81
